Year,State,Income Level,Percent of Total,Number of Households
2015,Montana,"Less than $10,000",0.0718,29379
2015,Nebraska,"$10,000 to $14,999",0.0503,37043
2015,Nebraska,"$15,000 to $19,999",0.0508,37401
2015,Nebraska,"$20,000 to $24,999",0.0556,40976
2015,Nebraska,"$25,000 to $29,999",0.0518,38180
2015,Nebraska,"$30,000 to $34,999",0.0542,39958
2015,Nebraska,"$35,000 to $39,999",0.0499,36767
2015,Nebraska,"$40,000 to $44,999",0.0497,36598
2015,Nebraska,"$45,000 to $49,999",0.046,33871
2015,Nebraska,"$50,000 to $59,999",0.0877,64571
2015,Nebraska,"$60,000 to $74,999",0.1099,80927
2015,Nebraska,"$75,000 to $99,999",0.1313,96735
2015,Nebraska,"$100,000 to $124,999",0.0847,62360
2015,Nebraska,"$125,000 to $149,999",0.044,32377
2015,Nebraska,"$150,000 to $199,999",0.0391,28837
2015,Nebraska,"$200,000 or more",0.0345,25431
2015,Nebraska,"Less than $10,000",0.0605,44581
2015,Nevada,"$10,000 to $14,999",0.0477,48500
2015,Nevada,"$15,000 to $19,999",0.0507,51516
2015,Nevada,"$20,000 to $24,999",0.0555,56457
2015,Nevada,"$25,000 to $29,999",0.0541,55028
2015,Nevada,"$30,000 to $34,999",0.0569,57802
2015,Nevada,"$35,000 to $39,999",0.0511,51904
2015,Nevada,"$40,000 to $44,999",0.0516,52465
2015,Nevada,"$45,000 to $49,999",0.0479,48711
2015,Nevada,"$50,000 to $59,999",0.0857,87159
2015,Nevada,"$60,000 to $74,999",0.1097,111491
2015,Nevada,"$75,000 to $99,999",0.1256,127702
2015,Nevada,"$100,000 to $124,999",0.0771,78370
2015,Nevada,"$125,000 to $149,999",0.0452,45952
2015,Nevada,"$150,000 to $199,999",0.0411,41743
2015,Nevada,"$200,000 or more",0.0348,35368
2015,Nevada,"Less than $10,000",0.0654,66541
2015,New Hampshire,"$10,000 to $14,999",0.04,20790
2015,New Hampshire,"$15,000 to $19,999",0.0405,21085
2015,New Hampshire,"$20,000 to $24,999",0.0433,22540
2015,New Hampshire,"$25,000 to $29,999",0.0412,21427
2015,New Hampshire,"$30,000 to $34,999",0.0433,22521
2015,New Hampshire,"$35,000 to $39,999",0.0406,21134
2015,New Hampshire,"$40,000 to $44,999",0.0433,22535
2015,New Hampshire,"$45,000 to $49,999",0.038,19756
2015,New Hampshire,"$50,000 to $59,999",0.0758,39447
2015,New Hampshire,"$60,000 to $74,999",0.1067,55520
2015,New Hampshire,"$75,000 to $99,999",0.1435,74640
2015,New Hampshire,"$100,000 to $124,999",0.1057,54965
2015,New Hampshire,"$125,000 to $149,999",0.0652,33938
2015,New Hampshire,"$150,000 to $199,999",0.07,36420
2015,New Hampshire,"$200,000 or more",0.0609,31660
2015,New Hampshire,"Less than $10,000",0.042,21873
2015,New Jersey,"$10,000 to $14,999",0.0379,120837
2015,New Jersey,"$15,000 to $19,999",0.0408,130134
2015,New Jersey,"$20,000 to $24,999",0.0407,129801
2015,New Jersey,"$25,000 to $29,999",0.0382,121724
2015,New Jersey,"$30,000 to $34,999",0.0394,125809
2015,New Jersey,"$35,000 to $39,999",0.036,114714
2015,New Jersey,"$40,000 to $44,999",0.0362,115551
2015,New Jersey,"$45,000 to $49,999",0.0332,105841
2015,New Jersey,"$50,000 to $59,999",0.0677,216015
2015,New Jersey,"$60,000 to $74,999",0.0906,288976
2015,New Jersey,"$75,000 to $99,999",0.1253,399593
2015,New Jersey,"$100,000 to $124,999",0.1015,323754
2015,New Jersey,"$125,000 to $149,999",0.0702,223763
2015,New Jersey,"$150,000 to $199,999",0.0867,276465
2015,New Jersey,"$200,000 or more",0.1006,320822
2015,New Jersey,"Less than $10,000",0.0551,175687
2015,New Mexico,"$10,000 to $14,999",0.0657,50143
2015,New Mexico,"$15,000 to $19,999",0.0632,48276
2015,New Mexico,"$20,000 to $24,999",0.0644,49173
2015,New Mexico,"$25,000 to $29,999",0.0564,43068
2015,New Mexico,"$30,000 to $34,999",0.0554,42270
2015,New Mexico,"$35,000 to $39,999",0.0482,36829
2015,New Mexico,"$40,000 to $44,999",0.0487,37198
2015,New Mexico,"$45,000 to $49,999",0.0438,33412
2015,New Mexico,"$50,000 to $59,999",0.0757,57798
2015,New Mexico,"$60,000 to $74,999",0.0933,71269
2015,New Mexico,"$75,000 to $99,999",0.1125,85925
2015,New Mexico,"$100,000 to $124,999",0.0673,51417
2015,New Mexico,"$125,000 to $149,999",0.0394,30070
2015,New Mexico,"$150,000 to $199,999",0.0376,28729
2015,New Mexico,"$200,000 or more",0.03,22932
2015,New Mexico,"Less than $10,000",0.0983,75094
2015,New York,"$10,000 to $14,999",0.0522,379134
2015,New York,"$15,000 to $19,999",0.05,362791
2015,New York,"$20,000 to $24,999",0.0483,350778
2015,New York,"$25,000 to $29,999",0.0442,320984
2015,New York,"$30,000 to $34,999",0.0441,320038
2015,New York,"$35,000 to $39,999",0.0406,294923
2015,New York,"$40,000 to $44,999",0.0405,294149
2015,New York,"$45,000 to $49,999",0.0357,259526
2015,New York,"$50,000 to $59,999",0.0703,510817
2015,New York,"$60,000 to $74,999",0.0934,678223
2015,New York,"$75,000 to $99,999",0.1189,863158
2015,New York,"$100,000 to $124,999",0.0874,634452
2015,New York,"$125,000 to $149,999",0.0562,408076
2015,New York,"$150,000 to $199,999",0.0646,468997
2015,New York,"$200,000 or more",0.0753,547086
2015,New York,"Less than $10,000",0.0784,569147
2015,North Carolina,"$10,000 to $14,999",0.0623,235085
2015,North Carolina,"$15,000 to $19,999",0.0599,226204
2015,North Carolina,"$20,000 to $24,999",0.0597,225510
2015,North Carolina,"$25,000 to $29,999",0.0583,220233
2015,North Carolina,"$30,000 to $34,999",0.0587,221513
2015,North Carolina,"$35,000 to $39,999",0.0519,196023
2015,North Carolina,"$40,000 to $44,999",0.051,192632
2015,North Carolina,"$45,000 to $49,999",0.0453,171131
2015,North Carolina,"$50,000 to $59,999",0.0815,307842
2015,North Carolina,"$60,000 to $74,999",0.0975,367980
2015,North Carolina,"$75,000 to $99,999",0.113,426708
2015,North Carolina,"$100,000 to $124,999",0.0688,259574
2015,North Carolina,"$125,000 to $149,999",0.0386,145626
2015,North Carolina,"$150,000 to $199,999",0.0373,140708
2015,North Carolina,"$200,000 or more",0.036,135924
2015,North Carolina,"Less than $10,000",0.0802,302888
2015,North Dakota,"$10,000 to $14,999",0.0479,14350
2015,North Dakota,"$15,000 to $19,999",0.0427,12802
2015,North Dakota,"$20,000 to $24,999",0.0503,15061
2015,North Dakota,"$25,000 to $29,999",0.048,14384
2015,North Dakota,"$30,000 to $34,999",0.0514,15389
2015,North Dakota,"$35,000 to $39,999",0.0471,14101
2015,North Dakota,"$40,000 to $44,999",0.0498,14912
2015,North Dakota,"$45,000 to $49,999",0.0418,12532
2015,North Dakota,"$50,000 to $59,999",0.0767,22984
2015,North Dakota,"$60,000 to $74,999",0.1085,32506
2015,North Dakota,"$75,000 to $99,999",0.1389,41610
2015,North Dakota,"$100,000 to $124,999",0.0913,27368
2015,North Dakota,"$125,000 to $149,999",0.0516,15473
2015,North Dakota,"$150,000 to $199,999",0.0456,13659
2015,North Dakota,"$200,000 or more",0.0457,13681
2015,North Dakota,"Less than $10,000",0.0628,18826
2015,Ohio,"$10,000 to $14,999",0.0562,257489
2015,Ohio,"$15,000 to $19,999",0.0576,264002
2015,Ohio,"$20,000 to $24,999",0.0576,263909
2015,Ohio,"$25,000 to $29,999",0.0537,246136
2015,Ohio,"$30,000 to $34,999",0.0555,254509
2015,Ohio,"$35,000 to $39,999",0.0503,230658
2015,Ohio,"$40,000 to $44,999",0.0495,226972
2015,Ohio,"$45,000 to $49,999",0.0431,197727
2015,Ohio,"$50,000 to $59,999",0.0822,377099
2015,Ohio,"$60,000 to $74,999",0.1026,470354
2015,Ohio,"$75,000 to $99,999",0.12,550260
2015,Ohio,"$100,000 to $124,999",0.0753,345114
2015,Ohio,"$125,000 to $149,999",0.0422,193551
2015,Ohio,"$150,000 to $199,999",0.0391,179401
2015,Ohio,"$200,000 or more",0.0339,155583
2015,Ohio,"Less than $10,000",0.0812,372320
2015,Oklahoma,"$10,000 to $14,999",0.0613,89253
2015,Oklahoma,"$15,000 to $19,999",0.0599,87246
2015,Oklahoma,"$20,000 to $24,999",0.0612,89029
2015,Oklahoma,"$25,000 to $29,999",0.0575,83610
2015,Oklahoma,"$30,000 to $34,999",0.0582,84694
2015,Oklahoma,"$35,000 to $39,999",0.053,77100
2015,Oklahoma,"$40,000 to $44,999",0.0512,74571
2015,Oklahoma,"$45,000 to $49,999",0.0444,64657
2015,Oklahoma,"$50,000 to $59,999",0.0845,122996
2015,Oklahoma,"$60,000 to $74,999",0.1031,150043
2015,Oklahoma,"$75,000 to $99,999",0.1149,167149
2015,Oklahoma,"$100,000 to $124,999",0.0703,102368
2015,Oklahoma,"$125,000 to $149,999",0.0366,53318
2015,Oklahoma,"$150,000 to $199,999",0.0331,48122
2015,Oklahoma,"$200,000 or more",0.0309,45012
2015,Oklahoma,"Less than $10,000",0.0798,116153
2015,Oregon,"$10,000 to $14,999",0.0532,81573
2015,Oregon,"$15,000 to $19,999",0.0561,86102
2015,Oregon,"$20,000 to $24,999",0.055,84305
2015,Oregon,"$25,000 to $29,999",0.0539,82653
2015,Oregon,"$30,000 to $34,999",0.0532,81517
2015,Oregon,"$35,000 to $39,999",0.0497,76170
2015,Oregon,"$40,000 to $44,999",0.0502,76902
2015,Oregon,"$45,000 to $49,999",0.0429,65775
2015,Oregon,"$50,000 to $59,999",0.0814,124834
2015,Oregon,"$60,000 to $74,999",0.1045,160170
2015,Oregon,"$75,000 to $99,999",0.1252,192015
2015,Oregon,"$100,000 to $124,999",0.0782,119929
2015,Oregon,"$125,000 to $149,999",0.0449,68906
2015,Oregon,"$150,000 to $199,999",0.0404,61962
2015,Oregon,"$200,000 or more",0.0379,58066
2015,Oregon,"Less than $10,000",0.0734,112551
2015,Pennsylvania,"$10,000 to $14,999",0.0534,264879
2015,Pennsylvania,"$15,000 to $19,999",0.0541,268116
2015,Pennsylvania,"$20,000 to $24,999",0.0527,261337
2015,Pennsylvania,"$25,000 to $29,999",0.0512,254071
2015,Pennsylvania,"$30,000 to $34,999",0.0513,254354
2015,Pennsylvania,"$35,000 to $39,999",0.0462,229315
2015,Pennsylvania,"$40,000 to $44,999",0.0472,233860
2015,Pennsylvania,"$45,000 to $49,999",0.0419,207589
2015,Pennsylvania,"$50,000 to $59,999",0.0814,403539
2015,Pennsylvania,"$60,000 to $74,999",0.1026,508901
2015,Pennsylvania,"$75,000 to $99,999",0.125,619923
2015,Pennsylvania,"$100,000 to $124,999",0.0819,406185
2015,Pennsylvania,"$125,000 to $149,999",0.0481,238450
2015,Pennsylvania,"$150,000 to $199,999",0.0478,237241
2015,Pennsylvania,"$200,000 or more",0.046,228082
2015,Pennsylvania,"Less than $10,000",0.0692,343017
2015,Puerto Rico,"$10,000 to $14,999",0.1183,147226
2015,Puerto Rico,"$15,000 to $19,999",0.1037,129005
2015,Puerto Rico,"$20,000 to $24,999",0.0805,100137
2015,Puerto Rico,"$25,000 to $29,999",0.0646,80361
2015,Puerto Rico,"$30,000 to $34,999",0.0573,71277
2015,Puerto Rico,"$35,000 to $39,999",0.0458,57031
2015,Puerto Rico,"$40,000 to $44,999",0.0382,47537
2015,Puerto Rico,"$45,000 to $49,999",0.0311,38714
2015,Puerto Rico,"$50,000 to $59,999",0.0482,60023
2015,Puerto Rico,"$60,000 to $74,999",0.0465,57890
2015,Puerto Rico,"$75,000 to $99,999",0.0359,44660
2015,Puerto Rico,"$100,000 to $124,999",0.0169,21037
2015,Puerto Rico,"$125,000 to $149,999",0.0081,10052
2015,Puerto Rico,"$150,000 to $199,999",0.0081,10019
2015,Puerto Rico,"$200,000 or more",0.0068,8472
2015,Puerto Rico,"Less than $10,000",0.29,360761
2015,Rhode Island,"$10,000 to $14,999",0.0555,22777
2015,Rhode Island,"$15,000 to $19,999",0.0498,20447
2015,Rhode Island,"$20,000 to $24,999",0.0494,20302
2015,Rhode Island,"$25,000 to $29,999",0.0447,18336
2015,Rhode Island,"$30,000 to $34,999",0.0461,18944
2015,Rhode Island,"$35,000 to $39,999",0.0417,17104
2015,Rhode Island,"$40,000 to $44,999",0.0424,17406
2015,Rhode Island,"$45,000 to $49,999",0.038,15589
2015,Rhode Island,"$50,000 to $59,999",0.0729,29918
2015,Rhode Island,"$60,000 to $74,999",0.0955,39227
2015,Rhode Island,"$75,000 to $99,999",0.1288,52869
2015,Rhode Island,"$100,000 to $124,999",0.0879,36091
2015,Rhode Island,"$125,000 to $149,999",0.0575,23630
2015,Rhode Island,"$150,000 to $199,999",0.0596,24479
2015,Rhode Island,"$200,000 or more",0.0516,21206
2015,Rhode Island,"Less than $10,000",0.0786,32277
2015,South Carolina,"$10,000 to $14,999",0.0642,116567
2015,South Carolina,"$15,000 to $19,999",0.062,112481
2015,South Carolina,"$20,000 to $24,999",0.0624,113343
2015,South Carolina,"$25,000 to $29,999",0.0585,106166
2015,South Carolina,"$30,000 to $34,999",0.0571,103562
2015,South Carolina,"$35,000 to $39,999",0.0528,95753
2015,South Carolina,"$40,000 to $44,999",0.0504,91524
2015,South Carolina,"$45,000 to $49,999",0.0436,79090
2015,South Carolina,"$50,000 to $59,999",0.0818,148502
2015,South Carolina,"$60,000 to $74,999",0.0994,180498
2015,South Carolina,"$75,000 to $99,999",0.1124,204041
2015,South Carolina,"$100,000 to $124,999",0.0678,123026
2015,South Carolina,"$125,000 to $149,999",0.0374,67800
2015,South Carolina,"$150,000 to $199,999",0.0332,60171
2015,South Carolina,"$200,000 or more",0.0289,52540
2015,South Carolina,"Less than $10,000",0.0882,160030
2015,South Dakota,"$10,000 to $14,999",0.0556,18403
2015,South Dakota,"$15,000 to $19,999",0.0504,16691
2015,South Dakota,"$20,000 to $24,999",0.0567,18746
2015,South Dakota,"$25,000 to $29,999",0.0552,18259
2015,South Dakota,"$30,000 to $34,999",0.0566,18726
2015,South Dakota,"$35,000 to $39,999",0.0542,17941
2015,South Dakota,"$40,000 to $44,999",0.0512,16949
2015,South Dakota,"$45,000 to $49,999",0.0485,16035
2015,South Dakota,"$50,000 to $59,999",0.0866,28641
2015,South Dakota,"$60,000 to $74,999",0.1113,36817
2015,South Dakota,"$75,000 to $99,999",0.1362,45058
2015,South Dakota,"$100,000 to $124,999",0.0757,25052
2015,South Dakota,"$125,000 to $149,999",0.0373,12355
2015,South Dakota,"$150,000 to $199,999",0.0304,10046
2015,South Dakota,"$200,000 or more",0.0324,10733
2015,South Dakota,"Less than $10,000",0.0617,20406
2015,Tennessee,"$10,000 to $14,999",0.0634,158757
2015,Tennessee,"$15,000 to $19,999",0.0632,158314
2015,Tennessee,"$20,000 to $24,999",0.0634,158693
2015,Tennessee,"$25,000 to $29,999",0.0594,148755
2015,Tennessee,"$30,000 to $34,999",0.0586,146706
2015,Tennessee,"$35,000 to $39,999",0.0536,134230
2015,Tennessee,"$40,000 to $44,999",0.0509,127532
2015,Tennessee,"$45,000 to $49,999",0.0437,109327
2015,Tennessee,"$50,000 to $59,999",0.0825,206546
2015,Tennessee,"$60,000 to $74,999",0.0991,248182
2015,Tennessee,"$75,000 to $99,999",0.1099,275150
2015,Tennessee,"$100,000 to $124,999",0.0657,164446
2015,Tennessee,"$125,000 to $149,999",0.0359,89851
2015,Tennessee,"$150,000 to $199,999",0.033,82552
2015,Tennessee,"$200,000 or more",0.0324,81254
2015,Tennessee,"Less than $10,000",0.0855,214261
2015,Texas,"$10,000 to $14,999",0.0513,469798
2015,Texas,"$15,000 to $19,999",0.0525,480097
2015,Texas,"$20,000 to $24,999",0.0546,499771
2015,Texas,"$25,000 to $29,999",0.0514,470105
2015,Texas,"$30,000 to $34,999",0.0521,476663
2015,Texas,"$35,000 to $39,999",0.0477,436072
2015,Texas,"$40,000 to $44,999",0.0467,427713
2015,Texas,"$45,000 to $49,999",0.0418,382519
2015,Texas,"$50,000 to $59,999",0.0792,724264
2015,Texas,"$60,000 to $74,999",0.0988,903827
2015,Texas,"$75,000 to $99,999",0.1176,1075935
2015,Texas,"$100,000 to $124,999",0.0818,748718
2015,Texas,"$125,000 to $149,999",0.0489,447745
2015,Texas,"$150,000 to $199,999",0.0507,463766
2015,Texas,"$200,000 or more",0.0529,484116
2015,Texas,"Less than $10,000",0.0719,658087
2015,Utah,"$10,000 to $14,999",0.0381,34538
2015,Utah,"$15,000 to $19,999",0.0396,35882
2015,Utah,"$20,000 to $24,999",0.0461,41751
2015,Utah,"$25,000 to $29,999",0.0452,40986
2015,Utah,"$30,000 to $34,999",0.0465,42131
2015,Utah,"$35,000 to $39,999",0.0463,41947
2015,Utah,"$40,000 to $44,999",0.0471,42720
2015,Utah,"$45,000 to $49,999",0.0449,40649
2015,Utah,"$50,000 to $59,999",0.0899,81495
2015,Utah,"$60,000 to $74,999",0.1211,109762
2015,Utah,"$75,000 to $99,999",0.1495,135492
2015,Utah,"$100,000 to $124,999",0.0939,85082
2015,Utah,"$125,000 to $149,999",0.0523,47429
2015,Utah,"$150,000 to $199,999",0.0484,43846
2015,Utah,"$200,000 or more",0.0417,37821
2015,Utah,"Less than $10,000",0.0494,44761
2015,Vermont,"$10,000 to $14,999",0.0564,14499
2015,Vermont,"$15,000 to $19,999",0.0528,13571
2015,Vermont,"$20,000 to $24,999",0.0506,13007
2015,Vermont,"$25,000 to $29,999",0.0482,12395
2015,Vermont,"$30,000 to $34,999",0.0515,13251
2015,Vermont,"$35,000 to $39,999",0.0469,12068
2015,Vermont,"$40,000 to $44,999",0.0475,12223
2015,Vermont,"$45,000 to $49,999",0.0449,11553
2015,Vermont,"$50,000 to $59,999",0.0844,21708
2015,Vermont,"$60,000 to $74,999",0.1095,28153
2015,Vermont,"$75,000 to $99,999",0.1393,35822
2015,Vermont,"$100,000 to $124,999",0.0862,22165
2015,Vermont,"$125,000 to $149,999",0.0459,11810
2015,Vermont,"$150,000 to $199,999",0.0443,11388
2015,Vermont,"$200,000 or more",0.0367,9432
2015,Vermont,"Less than $10,000",0.0549,14122
2015,Virginia,"$10,000 to $14,999",0.0411,125763
2015,Virginia,"$15,000 to $19,999",0.0408,125093
2015,Virginia,"$20,000 to $24,999",0.0423,129561
2015,Virginia,"$25,000 to $29,999",0.0419,128370
2015,Virginia,"$30,000 to $34,999",0.043,131658
2015,Virginia,"$35,000 to $39,999",0.0416,127425
2015,Virginia,"$40,000 to $44,999",0.0421,128951
2015,Virginia,"$45,000 to $49,999",0.0379,116210
2015,Virginia,"$50,000 to $59,999",0.0757,231726
2015,Virginia,"$60,000 to $74,999",0.0978,299428
2015,Virginia,"$75,000 to $99,999",0.1275,390630
2015,Virginia,"$100,000 to $124,999",0.0951,291421
2015,Virginia,"$125,000 to $149,999",0.0624,191138
2015,Virginia,"$150,000 to $199,999",0.0721,220714
2015,Virginia,"$200,000 or more",0.081,248195
2015,Virginia,"Less than $10,000",0.0576,176500
2015,Washington,"$10,000 to $14,999",0.0413,110156
2015,Washington,"$15,000 to $19,999",0.0425,113536
2015,Washington,"$20,000 to $24,999",0.0455,121452
2015,Washington,"$25,000 to $29,999",0.0429,114389
2015,Washington,"$30,000 to $34,999",0.0476,126984
2015,Washington,"$35,000 to $39,999",0.044,117347
2015,Washington,"$40,000 to $44,999",0.0447,119297
2015,Washington,"$45,000 to $49,999",0.0412,109832
2015,Washington,"$50,000 to $59,999",0.0802,213934
2015,Washington,"$60,000 to $74,999",0.106,282968
2015,Washington,"$75,000 to $99,999",0.1343,358433
2015,Washington,"$100,000 to $124,999",0.0933,248928
2015,Washington,"$125,000 to $149,999",0.0588,156803
2015,Washington,"$150,000 to $199,999",0.0605,161420
2015,Washington,"$200,000 or more",0.0565,150874
2015,Washington,"Less than $10,000",0.0609,162559
2015,West Virginia,"$10,000 to $14,999",0.0694,51381
2015,West Virginia,"$15,000 to $19,999",0.0714,52895
2015,West Virginia,"$20,000 to $24,999",0.0695,51467
2015,West Virginia,"$25,000 to $29,999",0.0606,44903
2015,West Virginia,"$30,000 to $34,999",0.0579,42885
2015,West Virginia,"$35,000 to $39,999",0.0526,38967
2015,West Virginia,"$40,000 to $44,999",0.0509,37697
2015,West Virginia,"$45,000 to $49,999",0.0458,33909
2015,West Virginia,"$50,000 to $59,999",0.0797,59078
2015,West Virginia,"$60,000 to $74,999",0.0954,70695
2015,West Virginia,"$75,000 to $99,999",0.1076,79720
2015,West Virginia,"$100,000 to $124,999",0.0605,44789
2015,West Virginia,"$125,000 to $149,999",0.0317,23481
2015,West Virginia,"$150,000 to $199,999",0.0258,19093
2015,West Virginia,"$200,000 or more",0.0212,15724
2015,West Virginia,"Less than $10,000",0.1002,74206
2015,Wisconsin,"$10,000 to $14,999",0.0515,118516
2015,Wisconsin,"$15,000 to $19,999",0.0522,120015
2015,Wisconsin,"$20,000 to $24,999",0.055,126410
2015,Wisconsin,"$25,000 to $29,999",0.0517,118906
2015,Wisconsin,"$30,000 to $34,999",0.0541,124306
2015,Wisconsin,"$35,000 to $39,999",0.0486,111823
2015,Wisconsin,"$40,000 to $44,999",0.0499,114652
2015,Wisconsin,"$45,000 to $49,999",0.0453,104148
2015,Wisconsin,"$50,000 to $59,999",0.0864,198647
2015,Wisconsin,"$60,000 to $74,999",0.1105,253980
2015,Wisconsin,"$75,000 to $99,999",0.1351,310541
2015,Wisconsin,"$100,000 to $124,999",0.0849,195229
2015,Wisconsin,"$125,000 to $149,999",0.0447,102734
2015,Wisconsin,"$150,000 to $199,999",0.0387,88992
2015,Wisconsin,"$200,000 or more",0.0326,75030
2015,Wisconsin,"Less than $10,000",0.0588,135178
2015,Wyoming,"$10,000 to $14,999",0.0465,10540
2015,Wyoming,"$15,000 to $19,999",0.0457,10358
2015,Wyoming,"$20,000 to $24,999",0.0525,11900
2015,Wyoming,"$25,000 to $29,999",0.0474,10743
2015,Wyoming,"$30,000 to $34,999",0.0515,11692
2015,Wyoming,"$35,000 to $39,999",0.0444,10066
2015,Wyoming,"$40,000 to $44,999",0.047,10661
2015,Wyoming,"$45,000 to $49,999",0.0443,10048
2015,Wyoming,"$50,000 to $59,999",0.0812,18429
2015,Wyoming,"$60,000 to $74,999",0.1088,24675
2015,Wyoming,"$75,000 to $99,999",0.1434,32540
2015,Wyoming,"$100,000 to $124,999",0.1015,23024
2015,Wyoming,"$125,000 to $149,999",0.0588,13347
2015,Wyoming,"$150,000 to $199,999",0.0472,10701
2015,Wyoming,"$200,000 or more",0.032,7255
2015,Wyoming,"Less than $10,000",0.048,10886
2016,Alabama,"$10,000 to $14,999",0.0683,126347
2016,Alabama,"$15,000 to $19,999",0.0642,118846
2016,Alabama,"$20,000 to $24,999",0.0616,114040
2016,Alabama,"$25,000 to $29,999",0.0572,105954
2016,Alabama,"$30,000 to $34,999",0.0549,101692
2016,Alabama,"$35,000 to $39,999",0.0503,93118
2016,Alabama,"$40,000 to $44,999",0.0486,90043
2016,Alabama,"$45,000 to $49,999",0.041,75980
2016,Alabama,"$50,000 to $59,999",0.08,148141
2016,Alabama,"$60,000 to $74,999",0.0942,174333
