,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
4639,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4640,Diabetes , fatigue, weight_loss, restlessness, lethargy
4641,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4642,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4643,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4644,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4645,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4646,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4647,Jaundice,itching, vomiting, fatigue, weight_loss
4648,Malaria, chills, vomiting, high_fever, sweating
4649,Chicken pox,itching, skin_rash, fatigue, lethargy
4650,Dengue, skin_rash, chills, joint_pain, vomiting
4651,Typhoid, chills, vomiting, fatigue, high_fever
4652,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4653,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4654,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4655,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4656,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4657,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4658,Tuberculosis, chills, vomiting, fatigue, weight_loss
4659,Common Cold, continuous_sneezing, chills, fatigue, cough
4660,Pneumonia, chills, fatigue, cough, high_fever
4661,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4662,Heart attack, vomiting, breathlessness, sweating, chest_pain
4663,Varicose veins, fatigue, cramps, bruising, obesity
4664,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4665,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4666,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4667,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4668,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4669,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4670,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4671,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4672,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4673,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4674,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4675,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4676,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4677,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4678,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4679,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4680,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4681,Diabetes , fatigue, weight_loss, restlessness, lethargy
4682,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4683,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4684,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4685,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4686,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4687,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4688,Jaundice,itching, vomiting, fatigue, weight_loss
4689,Malaria, chills, vomiting, high_fever, sweating
4690,Chicken pox,itching, skin_rash, fatigue, lethargy
4691,Dengue, skin_rash, chills, joint_pain, vomiting
4692,Typhoid, chills, vomiting, fatigue, high_fever
4693,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4694,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4695,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4696,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4697,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4698,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4699,Tuberculosis, chills, vomiting, fatigue, weight_loss
4700,Common Cold, continuous_sneezing, chills, fatigue, cough
4701,Pneumonia, chills, fatigue, cough, high_fever
4702,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4703,Heart attack, vomiting, breathlessness, sweating, chest_pain
4704,Varicose veins, fatigue, cramps, bruising, obesity
4705,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4706,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4707,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4708,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4709,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4710,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4711,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4712,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4713,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4714,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4715,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4716,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4717,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4718,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4719,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4720,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4721,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4722,Diabetes , fatigue, weight_loss, restlessness, lethargy
4723,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4724,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4725,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4726,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4727,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4728,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4729,Jaundice,itching, vomiting, fatigue, weight_loss
4730,Malaria, chills, vomiting, high_fever, sweating
4731,Chicken pox,itching, skin_rash, fatigue, lethargy
4732,Dengue, skin_rash, chills, joint_pain, vomiting
4733,Typhoid, chills, vomiting, fatigue, high_fever
4734,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4735,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4736,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4737,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4738,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4739,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4740,Tuberculosis, chills, vomiting, fatigue, weight_loss
4741,Common Cold, continuous_sneezing, chills, fatigue, cough
4742,Pneumonia, chills, fatigue, cough, high_fever
4743,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4744,Heart attack, vomiting, breathlessness, sweating, chest_pain
4745,Varicose veins, fatigue, cramps, bruising, obesity
4746,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4747,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4748,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4749,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4750,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4751,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4752,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4753,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4754,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4755,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4756,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4757,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4758,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4759,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4760,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4761,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4762,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4763,Diabetes , fatigue, weight_loss, restlessness, lethargy
4764,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4765,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4766,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4767,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4768,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4769,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4770,Jaundice,itching, vomiting, fatigue, weight_loss
4771,Malaria, chills, vomiting, high_fever, sweating
4772,Chicken pox,itching, skin_rash, fatigue, lethargy
4773,Dengue, skin_rash, chills, joint_pain, vomiting
4774,Typhoid, chills, vomiting, fatigue, high_fever
4775,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4776,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4777,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4778,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4779,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4780,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4781,Tuberculosis, chills, vomiting, fatigue, weight_loss
4782,Common Cold, continuous_sneezing, chills, fatigue, cough
4783,Pneumonia, chills, fatigue, cough, high_fever
4784,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4785,Heart attack, vomiting, breathlessness, sweating, chest_pain
4786,Varicose veins, fatigue, cramps, bruising, obesity
4787,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4788,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4789,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4790,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4791,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4792,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4793,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4794,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4795,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4796,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4797,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4798,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4799,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4800,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4801,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4802,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4803,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4804,Diabetes , fatigue, weight_loss, restlessness, lethargy
4805,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4806,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4807,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4808,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4809,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4810,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4811,Jaundice,itching, vomiting, fatigue, weight_loss
4812,Malaria, chills, vomiting, high_fever, sweating
4813,Chicken pox,itching, skin_rash, fatigue, lethargy
4814,Dengue, skin_rash, chills, joint_pain, vomiting
4815,Typhoid, chills, vomiting, fatigue, high_fever
4816,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4817,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4818,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4819,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4820,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4821,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4822,Tuberculosis, chills, vomiting, fatigue, weight_loss
4823,Common Cold, continuous_sneezing, chills, fatigue, cough
4824,Pneumonia, chills, fatigue, cough, high_fever
4825,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4826,Heart attack, vomiting, breathlessness, sweating, chest_pain
4827,Varicose veins, fatigue, cramps, bruising, obesity
4828,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4829,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4830,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4831,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4832,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4833,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4834,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4835,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4836,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4837,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4838,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4839,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4840,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4841,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4842,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4843,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4844,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4845,Diabetes , fatigue, weight_loss, restlessness, lethargy
4846,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4847,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4848,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4849,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4850,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4851,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4852,Jaundice,itching, vomiting, fatigue, weight_loss
4853,Malaria, chills, vomiting, high_fever, sweating
4854,Chicken pox,itching, skin_rash, fatigue, lethargy
4855,Dengue, skin_rash, chills, joint_pain, vomiting
4856,Typhoid, chills, vomiting, fatigue, high_fever
4857,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4858,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4859,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4860,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4861,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4862,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4863,Tuberculosis, chills, vomiting, fatigue, weight_loss
4864,Common Cold, continuous_sneezing, chills, fatigue, cough
4865,Pneumonia, chills, fatigue, cough, high_fever
4866,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4867,Heart attack, vomiting, breathlessness, sweating, chest_pain
4868,Varicose veins, fatigue, cramps, bruising, obesity
4869,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4870,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4871,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4872,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4873,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4874,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4875,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4876,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4877,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4878,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4879,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
