Name,Price,Producer,MPN,EAN,UPC,Length,Slots,8-Pin Connectors,6-Pin Connectors,HDMI,DisplayPort,DVI,VGA,Boost Clock,Vram,Memory Clock,TDP,Product Page
MSI Radeon RX 570 Armor 4G OC,,MSI,V341-077R,4719072518356,,246 mm,2.0,1,0,0,0,0,0,MHz,4 GB,,120 W,
MSI Radeon RX 570 Gaming X 4G,,MSI,V341-068R,4719072516161,,276 mm,2.0,1,0,0,0,0,0,MHz,4 GB,,120 W,
MSI Radeon RX 5700,,MSI,V803-891R,4719072659134,,270 mm,2.0,1,1,1,3,0,0,1725 MHz,8 GB,,180 W,
MSI Radeon RX 5700 XT,,MSI,V803-890R,4719072659127,,270 mm,2.0,1,1,1,3,0,0,1905 MHz,8 GB,,225 W,
MSI Radeon RX 5700 XT Gaming X,$417.42 USD,MSI,V381-032R,4719072670849,824142196120,297 mm,3.0,2,0,1,3,0,0,1980 MHz,8 GB,,225 W,https://www.amazon.ca/dp/B07Y8XCB36?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI Radeon RX 580 Armor 4G OC,,MSI,V341-066R,4719072516154,,269 mm,2.0,1,0,2,2,1,0,1366 MHz,4 GB,3500 MHz,185 W,
MSI Radeon RX 580 Armor 8G OC,$210.34 USD,MSI,V341-064R,4719072516147,824142144886,269 mm,2.0,1,0,2,2,1,0,1366 MHz,8 GB,8000 MHz,150 W,https://www.amazon.ca/dp/B06XZQMMHJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI Radeon RX 580 Gaming X 4G,,MSI,V341-062R,4719072516130,,276 mm,2.0,1,0,2,2,1,0,1393 MHz,4 GB,3500 MHz,185 W,
MSI Radeon RX 580 Gaming X 8G,,MSI,V341-060R,4719072516123,,276 mm,2.0,1,0,0,0,0,0,1393 MHz,8 GB,,185 W,
MSI Radeon RX 580 Gaming X+ 8G,,MSI,V341-081R,4719072518851,,279 mm,2.0,2,0,0,0,0,0,MHz,8 GB,,185 W,
MSI Radeon RX 6400 Aero ITX,$151.59 USD,MSI,V508-012R,4719072946920,824142283356,172 mm,2.0,0,0,1,1,0,0,2321 MHz,4 GB,,53 W,https://www.amazon.ca/dp/B09XSG9H94?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI Radeon RX Vega 64 8G,,MSI,V803-870R,4719072538224,,283 mm,2.0,2,0,0,0,0,0,MHz,8 GB,1890 MHz,300 W,
MSI Radeon RX Vega 64 Wave 8G,,MSI,V803-868R,4719072538200,,283 mm,2.0,2,0,0,0,0,0,MHz,8 GB,1890 MHz,300 W,
MSI Radeon VII 16G,,MSI,V803-883R,4719072625016,824142179079,280 mm,2.0,2,0,1,1,0,0,1750 MHz,16 GB,2000 MHz,300 W,
Palit GeForce GTX 1050 StormX,,Palit,NE5105001841F,4710636269387,,166 mm,2.0,0,0,0,0,0,0,1455 MHz,2 GB,,75 W,
Palit GeForce GTX 1050 Ti KalmX,,Palit,NE5105T018G1H,4710636269479,,182 mm,2.0,0,0,0,0,0,0,1392 MHz,4 GB,,75 W,
Palit GeForce GTX 1050 Ti StormX,,Palit,NE5105T018G1F,4710636269370,,166 mm,2.0,0,0,0,0,0,0,1392 MHz,4 GB,,75 W,
Palit GeForce GTX 1060 Dual,,Palit,NE51060015J9D,4710636269172,,252 mm,2.0,0,1,0,0,0,0,1708 MHz,6 GB,,120 W,
Palit GeForce GTX 1060 Dual,,Palit,NE51060015F9D,4710636269271,,252 mm,2.0,0,1,0,0,0,0,1708 MHz,3 GB,,120 W,
Palit GeForce GTX 1060 JetStream,,Palit,NE51060015J9J,4710636269189,,248 mm,2.0,0,1,0,0,0,0,1708 MHz,6 GB,,120 W,
Palit GeForce GTX 1060 StormX,,Palit,NE51060015J9F,4710636269301,,252 mm,2.0,0,1,0,0,0,0,1708 MHz,6 GB,,120 W,
Palit GeForce GTX 1060 Super JetStream,,Palit,NE51060S15J9J,4710636269196,,248 mm,2.5,0,1,0,0,0,0,1847 MHz,6 GB,,120 W,
Palit GeForce GTX 1060 Super JetStream,,Palit,NE51060S15F9J,4710636269233,,248 mm,2.5,0,1,0,0,0,0,1847 MHz,3 GB,,120 W,
Palit GeForce GTX 1070 Dual,,Palit,NE51070015P2D,4710636269219,,252 mm,2.0,1,0,0,0,0,0,1683 MHz,8 GB,,150 W,
Palit GeForce GTX 1070 GameRock,,Palit,NE51070T15P2G,4710636269066,,285 mm,2.5,1,0,0,0,0,0,1746 MHz,8 GB,,150 W,
Palit GeForce GTX 1070 GameRock Premium Edition,,Palit,NE51070H15P2G,4710636269059,,285 mm,2.5,1,0,0,0,0,0,1873 MHz,8 GB,50 MHz,150 W,
Palit GeForce GTX 1070 JetStream,,Palit,NE51070015P2J,4710636269080,,285 mm,2.5,1,0,0,0,0,0,1683 MHz,8 GB,,150 W,
Palit GeForce GTX 1070 Super JetStream,,Palit,NE51070S15P2J,4710636269073,,285 mm,2.5,1,0,0,0,0,0,1835 MHz,8 GB,,150 W,
Palit GeForce GTX 1080 GameRock,,Palit,NEB1080T15P2G,4710636269028,,285 mm,2.5,1,1,0,0,0,0,1784 MHz,8 GB,,180 W,
Palit GeForce GTX 1080 GameRock Premium Edition,,Palit,NEB1080H15P2G,4710636269011,,285 mm,2.5,1,1,0,0,0,0,1885 MHz,8 GB,MHz,180 W,
Palit GeForce GTX 1080 JetStream,,Palit,NEB1080015P2J,4710636269042,,285 mm,2.5,1,1,0,0,0,0,1733 MHz,8 GB,,180 W,
Palit GeForce GTX 1080 Super JetStream,,Palit,NEB1080S15P2J,4710636269035,,285 mm,2.5,1,1,0,0,0,0,1847 MHz,8 GB,,180 W,
Palit GeForce GTX 1080 Ti Founders Edition,,Palit,NEB108T019LCF,4710636269554,,266.7 mm,2.0,1,1,1,3,0,0,1582 MHz,11 GB,5500 MHz,250 W,
Palit GeForce GTX 1080 Ti GameRock,,Palit,NEB108TT15LCG,4710636269592,,285 mm,2.5,2,0,0,0,0,0,1505 MHz,11 GB,,250 W,
Palit GeForce GTX 1080 Ti GameRock Premium Edition,,Palit,NEB108TH15LCG,4710636269608,,285 mm,2.5,2,0,0,0,0,0,1556 MHz,11 GB,,250 W,
Palit GeForce GTX 1080 Ti JetStream,,Palit,NEB108T015LCJ,4710636269578,,285 mm,2.5,2,0,0,0,0,0,1582 MHz,11 GB,,250 W,
Palit GeForce GTX 1080 Ti Super JetStream,,Palit,NEB108TS15LCJ,4710636269585,,285 mm,2.5,2,0,0,0,0,0,1645 MHz,11 GB,,250 W,
Palit GeForce GTX 1660 Ti StormX 6G,,Palit,NE6166T018J9-161F,4710636270475,,168 mm,2.0,1,0,1,1,1,0,1770 MHz,6 GB,12000 MHz,120 W,
Palit GeForce GTX 1660 Ti StormX OC 6G,,Palit,NE6166TS18J9-161F,4710636270468,,168 mm,2.0,1,0,1,1,1,0,1815 MHz,6 GB,12000 MHz,120 W,
Palit GeForce GTX 750 Ti KalmX,,Palit,NE5X75T00941H,4710636268458,,185 mm,2.0,0,0,0,0,1,1,1085 MHz,2 GB,2700 MHz,60 W,
Palit GeForce RTX 2070 Gaming Pro OC,,Palit,NE62070U20P2-1060A,4710636270024,,292 mm,2.0,1,1,1,3,0,0,1725 MHz,8 GB,14000 MHz,220 W,
Palit GeForce RTX 2080 Gaming Pro,,Palit,NE62080020P2-180A,4710636269998,,292 mm,2.0,1,1,1,3,0,0,1710 MHz,8 GB,14000 MHz,225 W,
Palit GeForce RTX 2080 Gaming Pro OC,,Palit,NE62080S20P2-180A,4710636270000,,292 mm,2.0,1,1,1,3,0,0,1815 MHz,8 GB,14000 MHz,225 W,
Palit GeForce RTX 2080 Ti Gaming Pro,,Palit,NE6208T020LC-150A,4710636269974,,292 mm,5.0,2,0,1,3,0,0,1545 MHz,11 GB,14000 MHz,260 W,
Palit GeForce RTX 2080 Ti Gaming Pro OC,,Palit,NE6208TS20LC-150A,4710636269981,,292 mm,5.0,2,0,1,3,0,0,1650 MHz,11 GB,14000 MHz,260 W,
PNY GeForce GT 1030,,PNY,GF1030GTLP2GEPB,3536403356385,,149.9 mm,1.0,0,0,0,0,0,0,1468 MHz,2 GB,,30 W,
PNY GeForce GTX 1050 Ti XLR8 Gaming OC,,PNY,KF105IGTXXG4GEPB,3536403352950,,228 mm,2.0,0,0,1,1,1,0,MHz,4 GB,3500 MHz,75 W,
PNY GeForce GTX 1050 Ti XLR8 OC Gaming,,PNY,KF105IGTXXR4GEPB,3536403354138,,229.3 mm,2.0,0,0,0,0,0,0,MHz,4 GB,,75 W,
PNY GeForce GTX 1060 XLR8 Gaming OC,,PNY,KF1060GTXXG6GEPB,3536403352028,,172 mm,2.0,0,1,0,0,0,0,1797 MHz,6 GB,,120 W,
PNY GeForce GTX 1070 XLR8 OC Gaming,,PNY,KF1070GTXXG8GEPB,3536403351779,,300 mm,2.0,1,0,0,0,0,0,1797 MHz,8 GB,4 MHz,150 W,
PNY GeForce GTX 1070 XLR8 OC Gaming Dual Fan,,PNY,KF1070GTXXR8GEPB,3536403356026,,252 mm,2.0,1,0,0,0,0,0,1708 MHz,8 GB,,150 W,
PNY GeForce GTX 1080 Ti Custom Design,,PNY,GF108IGTXCR11EPB,3536403357092,,266.7 mm,2.0,1,1,0,0,0,0,1582 MHz,11 GB,MHz,250 W,
PNY GeForce GTX 1080 Ti Founders Edition,,PNY,GF108IGTX11EPB,3536403355562,,266.7 mm,2.0,1,1,1,3,0,0,1582 MHz,11 GB,5500 MHz,250 W,
PNY GeForce GTX 1080 Ti XLR8 OC Gaming,,PNY,KF108IGTXXG11EPB,3536403355968,,314 mm,2.0,1,1,0,0,0,0,1645 MHz,11 GB,MHz,250 W,
PNY GeForce GTX 1080 XLR8 OC Gaming,,PNY,KF1080GTXXG8GEPB,3536403351366,,300 mm,2.0,1,0,0,0,0,0,1848 MHz,8 GB,,180 W,
PNY GeForce GTX 1660 Ti XLR8 Gaming OC,,PNY,VCG1660T6SFPPB-O,0751492626024,751492626024,168 mm,2.0,1,0,1,1,1,0,1815 MHz,6 GB,12000 MHz,120 W,
PNY GeForce RTX 2060 SUPER XRL8 OC Twin Fan,$438.88 USD,PNY,VCG20608SDFPPB-O,0751492630465,,235 mm,2.0,1,0,1,3,0,0,1680 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/dp/B07TZ185FP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
PNY GeForce RTX 2070 XLR8 Gaming OC,$665.21 USD,PNY,VCG20708DFPPB-O,0751492622125,,188 mm,2.0,1,0,1,2,1,0,1710 MHz,8 GB,14000 MHz,185 W,https://www.amazon.ca/PNY-GeForce%C2%AE-Gaming-Overclocked-Graphics/dp/B07H7FNVXF?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07H7FNVXF
PNY GeForce RTX 2080 Ti Blower,$1167.99 USD,PNY,VCG2080T11BLMPB,0751492621722,751492621722,293 mm,2.0,2,0,1,3,0,0,1545 MHz,11 GB,14000 MHz,260 W,https://www.amazon.ca/PNY-GeForce%C2%AE-2080-Blower-Graphics/dp/B07GJ5S6RY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07GJ5S6RY
PNY GeForce RTX 2080 Ti XLR8 Gaming OC,$1244.35 USD,PNY,VCG2080T11TFMPB-O,0751492621715,,314 mm,2.0,2,0,1,3,0,0,1545 MHz,11 GB,14000 MHz,260 W,https://www.amazon.ca/dp/B07GJ7TV8L?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
PNY GeForce RTX 2080 XLR8 Gaming OC Triple Fan,,PNY,VCG20808TFPPB-O,0751492621753,,293 mm,2.0,1,1,1,3,0,0,1710 MHz,8 GB,14000 MHz,225 W,
PNY GeForce RTX 2080 XLR8 Gaming OC Twin Fan,$792.78 USD,PNY,VCG20808DFPPB-O,0751492621746,,293 mm,2.0,1,1,1,3,0,0,1710 MHz,8 GB,14000 MHz,225 W,https://www.amazon.ca/GeForce-2080-Gaming-Overclocked-Graphics/dp/B07Q2MNVQC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07Q2MNVQC
PowerColor R9 Fury X,,PowerColor,AX R9 FURY X 4GBHBM-DH,4715409186298,,191 mm,2.0,2,0,1,3,0,0,1050 MHz,4 GB,1000 MHz,275 W,
PowerColor Radeon RX 460 Red Dragon,,PowerColor,AXRX 460 4GBD5-DHV2/OC,4715409188247,,225 mm,2.0,0,0,1,1,1,0,1212 MHz,4 GB,3500 MHz,75 W,
PowerColor Radeon RX 460 Red Dragon,,PowerColor,AXRX 460 2GBD5-DH/OC,4715409188162,,225 mm,2.0,0,1,1,1,1,0,1212 MHz,2 GB,3500 MHz,75 W,
PowerColor Radeon RX 570 Red Devil,$172.55 USD,PowerColor,AXRX570 4GBD5-3DH/OC,4715409188902,,310 mm,2.0,1,0,0,0,0,0,1320 MHz,4 GB,,120 W,https://www.amazon.ca/dp/B071DF8SJV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
PowerColor Radeon RX 570 Red Dragon,$216.76 USD,PowerColor,AXRX570 4GBD5-3DHD/OC,4715409189084,,255 mm,2.0,1,0,0,0,0,0,1250 MHz,4 GB,,120 W,https://www.amazon.ca/dp/B06ZYRRW9T?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
PowerColor Radeon RX 5700 XT,$240.6 USD,PowerColor,AXRX 5700XT 8GBD6-M3DH,4713436171737,,270 mm,2.0,1,1,1,3,0,0,1905 MHz,8 GB,,225 W,https://www.amazon.ca/PowerColor-Radeon-AXRX-5700Xt-8GBD6-M3DH/dp/B07T94Q788?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07T94Q788
PowerColor Radeon RX 580 Red Devil,$239.11 USD,PowerColor,AXRX580 8GBD5-3DH/OC,4715409188957,4715409188957,255 mm,3.0,1,1,0,0,0,0,1380 MHz,8 GB,,185 W,https://www.amazon.ca/dp/B071DF8V4V?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
PowerColor Radeon RX 580 Red Devil Golden Sample,$340.6 USD,PowerColor,AXRX580 8GBD5-3DHG/OC,4715409188964,,255 mm,3.0,1,1,0,0,0,0,1425 MHz,8 GB,,185 W,https://www.amazon.ca/dp/B06ZZCV9SY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
PowerColor Radeon RX 580 Red Dragon,,PowerColor,AXRX 580 8GBD5-3DHD/OC,4715409189015,,255 mm,2.0,1,0,1,3,1,0,MHz,8 GB,4000 MHz,185 W,
PowerColor Radeon RX 580 Red Dragon V2,$213.44 USD,PowerColor,AXRX580 8GBD5-3DHDV2/OC,4715409189176,,255 mm,2.0,1,0,0,0,0,0,MHz,8 GB,,185 W,https://www.amazon.ca/dp/B0711QH8ZS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
PowerColor Radeon RX Vega 64,,PowerColor,AXRX VEGA 64 8GBHBM2-3DH,4715409189770,4715409189770,283 mm,2.0,2,0,0,0,0,0,MHz,8 GB,1890 MHz,300 W,
PowerColor Radeon RX Vega 64 Limited Edition,,PowerColor,AXRX VEGA 64 8GBHBM2-3DHE,4715409189763,,283 mm,2.0,2,0,0,0,0,0,MHz,8 GB,1890 MHz,300 W,
PowerColor Radeon RX Vega 64 Liquid,,PowerColor,AXRX VEGA 64 8GBHBM2-3DHW,4715409189756,4715409189756,283 mm,2.0,2,0,0,0,0,0,MHz,8 GB,1890 MHz,300 W,
PowerColor Radeon RX Vega 64 Red Devil,,PowerColor,AXRX VEGA 64 8GBHBM2-2D2H/OC,4713436170372,04713436170372,305 mm,3.0,2,0,2,2,0,0,1607 MHz,8 GB,5 MHz,300 W,
PowerColor Radeon VII,$678.18 USD,PowerColor,AXVII 16GBHBM2-3DH,4713436171461,,280 mm,2.0,2,0,1,3,0,0,1750 MHz,16 GB,2000 MHz,300 W,https://www.amazon.ca/PowerColor-Radeon-16GB-Video-Graphics/dp/B07N815WLB?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07N815WLB
Sapphire HD 5850 Toxic,,Sapphire,100282TXSR,4895106250093,,257 mm,2.0,0,2,1,1,2,0,765 MHz,1 GB,4500 MHz,170 W,
Sapphire HD 6870 Toxic,,Sapphire,11179-05-40G,4895106256583,,238 mm,2.0,0,2,1,2,2,0,970 MHz,1 GB,4600 MHz,151 W,
Sapphire HD 7770 GHz Edition,,Sapphire,11201-17-20G,0840777060001,,184 mm,2.0,0,1,1,1,1,0,1000 MHz,1 GB,4500 MHz,80 W,
Sapphire HD 7870 GHDual-X OC,,Sapphire,11199-19-20G,0840777060322,,225 mm,2.0,0,2,1,1,1,1,1050 MHz,2 GB,4800 MHz,175 W,
Sapphire Nitro+ Radeon RX 5500 XT 8GB Special Edition,$247.3 USD,Sapphire,11295-05-20G,4895106288218,840777083529,257 mm,2.5,1,0,1,3,0,0,1845 MHz,8 GB,,140 W,https://www.amazon.ca/dp/B00JRKKSTC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Sapphire Nitro+ Radeon RX 570 4G,$333.46 USD,Sapphire,11266-14-20G,4895106282667,,260 mm,2.0,1,0,0,0,0,0,1340 MHz,4 GB,,120 W,https://www.amazon.ca/Sapphire-11266-14-20G-Radeon-Backplate-Graphics/dp/B071CF1JFV?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071CF1JFV
Sapphire Nitro+ Radeon RX 570 8G,$248.41 USD,Sapphire,11266-09-20G,4895106282179,,260 mm,2.0,1,0,0,0,0,0,1340 MHz,8 GB,,120 W,https://www.amazon.ca/Sapphire-11266-09-20G-Radeon-Backplate-Graphics/dp/B071XNH5BC?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071XNH5BC
Sapphire Nitro+ Radeon RX 5700 XT,$452.79 USD,Sapphire,11293-03-40G,4895106287778,840777083086,135 mm,2.5,2,0,2,2,0,0,2010 MHz,8 GB,,225 W,https://www.amazon.ca/dp/B07XMNGVVD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Sapphire Nitro+ Radeon RX 5700 XT 8G Special Edition,$468.86 USD,Sapphire,11293-05-40G,4895106288089,840777083390,306 mm,2.5,2,0,2,2,0,0,MHz,8 GB,,225 W,https://www.amazon.ca/dp/B081KRC1H2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Sapphire Nitro+ Radeon RX 5700 XT BE,,Sapphire,11293-10-40G,4895106289239,,306 mm,2.5,1,1,1,3,0,0,1980 MHz,8 GB,14000 MHz,250 W,
Sapphire Nitro+ Radeon RX 580 4G,$267.84 USD,Sapphire,11265-07-20G,4895106281929,840777077238,260 mm,2.0,1,1,2,2,1,0,1411 MHz,4 GB,7000 MHz,185 W,https://www.amazon.ca/dp/B06ZZGXTTK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Sapphire Nitro+ Radeon RX 580 8G,$233.57 USD,Sapphire,11265-01-20G,4895106281868,840777077177,260 mm,2.0,1,1,2,2,1,0,1411 MHz,8 GB,8000 MHz,185 W,https://www.amazon.ca/Sapphire-11265-01-20G-Radeon-Backplate-Graphics/dp/B071QX74F9?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071QX74F9
Sapphire Nitro+ Radeon RX 580 8G Limited Edition,,Sapphire,11265-00-40G,4895106281851,,260 mm,2.0,1,1,2,2,1,0,1450 MHz,8 GB,4000 MHz,185 W,
Sapphire Nitro+ Radeon RX 580 8G Special Edition,$276.96 USD,Sapphire,11265-21-20G,4895106283077,,260 mm,2.0,1,1,2,2,1,0,1430 MHz,8 GB,8400 MHz,185 W,https://www.amazon.ca/Sapphire-Backplate-Special-Graphic-11265-21-20G/dp/B073BKYBC5?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B073BKYBC5
Sapphire Nitro+ Radeon RX 590 8G 50th Anniversary,,Sapphire,11289-07-20G,4895106287259,,260 mm,2.0,1,1,2,2,1,0,1560 MHz,8 GB,8000 MHz,235 W,
Sapphire Nitro+ Radeon RX 590 8G G,,Sapphire,11289-02-20G,4895106286306,,260 mm,2.5,1,1,2,2,1,0,1560 MHz,8 GB,8400 MHz,175 W,
Sapphire Nitro+ Radeon RX 590 8G OC,,Sapphire,11289-05-20G,4895106286719,,260 mm,2.0,1,1,2,2,1,0,1560 MHz,8 GB,8400 MHz,250 W,
Sapphire Nitro+ Radeon RX 590 8G Special Edition,$195.84 USD,Sapphire,11289-01-20G,4895106286276,840777081587,260 mm,2.0,1,1,2,2,1,0,1560 MHz,8 GB,8400 MHz,175 W,https://www.amazon.ca/Sapphire-Backplate-Special-Graphic-11289-01-20G/dp/B07K12KNHG?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07K12KNHG
Sapphire Nitro+ Radeon RX 7900 XTX Vapor-X,,SAPPHIRE,11322-01-40G,4895106293328,,320 mm,3.5,3,0,2,2,0,0,MHz,24 GB,20000 MHz,355 W,
Sapphire Nitro+ Radeon RX Vega 56,$609.74 USD,Sapphire,11276-01-40G,4895106284401,,316 mm,3.0,2,0,2,2,0,0,1550 MHz,8 GB,800 MHz,250 W,https://www.amazon.ca/Sapphire-11276-01-40G-Radeon-Nitro-Graphics/dp/B07958RQW5?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07958RQW5
Sapphire Nitro+ Radeon RX Vega 64,$724.29 USD,Sapphire,11275-03-40G,4895106285057,840777080368,310 mm,3.0,2,0,1,1,0,0,1580 MHz,8 GB,945 MHz,300 W,https://www.amazon.ca/Sapphire-11275-03-40G-Radeon-Nitro-Graphics/dp/B07BQK8YV4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BQK8YV4
Sapphire Pulse Radeon RX 550 2G,,Sapphire,11268-03-20G,4895106282162,,158 mm,2.0,0,0,0,0,0,0,MHz,2 GB,,50 W,
Sapphire Pulse Radeon RX 550 4G,$105.9 USD,Sapphire,11268-01-20G,4895106282148,,158 mm,2.0,0,0,0,0,0,0,MHz,4 GB,,50 W,https://www.amazon.ca/Sapphire-Radeon-Pulse-Graphics-11268-01-20G/dp/B06ZY216Y2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06ZY216Y2
Sapphire Pulse Radeon RX 5500 XT,,Sapphire,11295-03-20G,4895106288171,,233 mm,2.0,1,0,1,3,0,0,1845 MHz,4 GB,,140 W,
Sapphire Pulse Radeon RX 5500 XT,$219.06 USD,Sapphire,11295-01-20G,4895106288133,,233 mm,2.0,1,0,1,3,0,0,1845 MHz,8 GB,,140 W,https://www.amazon.ca/Sapphire-11295-01-20G-Radeon-Backplate-Graphics/dp/B082G2YY99?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B082G2YY99
Sapphire Pulse Radeon RX 560 14CU 2G,,Sapphire,11267-19-20G,4895106284173,,210 mm,2.0,0,1,0,0,0,0,1266 MHz,2 GB,,75 W,
Sapphire Pulse Radeon RX 560 16CU 2G,,Sapphire,11267-02-20G,4895106282094,,210 mm,2.0,0,1,0,0,0,0,1300 MHz,2 GB,50 MHz,90 W,
Sapphire Pulse Radeon RX 560 16CU 4G,,Sapphire,11267-00-20G,4895106282070,,210 mm,2.0,0,1,0,0,0,0,1300 MHz,4 GB,50 MHz,90 W,
Sapphire Pulse Radeon RX 5600 XT,$332.21 USD,Sapphire,11296-01-20G,4895106288249,840777083550,254 mm,2.5,1,0,1,3,0,0,1620 MHz,6 GB,,150 W,https://www.amazon.ca/dp/B083R25Z94?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Sapphire Pulse Radeon RX 570 4G,$213.5 USD,Sapphire,11266-04-20G,4895106282025,840777077337,230 mm,2.0,1,0,0,0,0,0,1284 MHz,4 GB,,120 W,https://www.amazon.ca/Sapphire-Technology-Radeon-11266-04-20G-Backplate/dp/B06ZY21842?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06ZY21842
Sapphire Pulse Radeon RX 570 Mini 4G,$203.1 USD,Sapphire,11266-06-20G,4895106282049,,170 mm,2.0,0,1,0,0,0,0,1244 MHz,4 GB,,120 W,https://www.amazon.ca/Sapphire-11266-06-20G-Radeon-PULSE-Graphics/dp/B06ZYWX744?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06ZYWX744
Sapphire Pulse Radeon RX 5700,$349.64 USD,Sapphire,11294-01-20G,4895106287716,840777083024,254 mm,2.5,1,1,1,3,0,0,1750 MHz,8 GB,,180 W,https://www.amazon.ca/Sapphire-11294-01-20G-Radeon-Backplate-Graphics/dp/B07W954YN9?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07W954YN9
Sapphire Pulse Radeon RX 5700 XT,$441.02 USD,Sapphire,11293-01-20G,4895106287693,840777083000,254 mm,2.5,1,1,1,3,0,0,1925 MHz,8 GB,,225 W,https://www.amazon.ca/dp/B07WC7683C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Sapphire Pulse Radeon RX 5700 XT BE,,Sapphire,11293-09-20G,4895106289147,,254 mm,2.5,1,1,1,3,0,0,1925 MHz,8 GB,14000 MHz,241 W,
Sapphire Pulse Radeon RX 580 4G,$211.21 USD,Sapphire,11265-09-20G,4895106281943,840777077252,230 mm,2.0,1,0,2,2,1,0,MHz,4 GB,7000 MHz,185 W,https://www.amazon.ca/dp/B071CPJZSX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Sapphire Pulse Radeon RX 580 8G,$373.56 USD,Sapphire,11265-05-20G,4895106281905,840777077214,230 mm,2.0,1,0,2,2,1,0,1366 MHz,8 GB,8000 MHz,185 W,https://www.amazon.ca/dp/B06ZZ6FMF8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Sapphire Pulse Radeon RX 6400 Gaming,,SAPPHIRE,11315-01-20G,4895106292093,,170 mm,1.0,0,0,1,1,0,0,2321 MHz,4 GB,,55 W,
Sapphire Pulse Radeon RX 6700 XT Gaming,,SAPPHIRE,11306-09-20G,4895106293151,,280 mm,2.2,1,1,1,3,0,0,2581 MHz,12 GB,16000 MHz,260 W,
Sapphire Pulse Radeon RX Vega 56,$409.51 USD,Sapphire,11276-02-40G,4895106284593,840777079904,282 mm,2.5,2,0,1,3,0,0,1512 MHz,8 GB,,250 W,https://www.amazon.ca/dp/B07BGZNTQJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Sapphire R7 260X,,Sapphire,11222-06-20G,4895106268913,,177 mm,2.0,0,1,1,1,1,0,1050 MHz,2 GB,6000 MHz,116 W,
