,S#,Teacher Name,University Currently Teaching,Department,Province University Located,Designation,Terminal Degree,Graduated from,Country,Year,Area of Specialization/Research Interests,Other Information
1726,1727,Shahid Manzoor,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor,PhD,"Swedish University of Agricultural Sciences, Uppsala",Sweden,2014.0,"NGS Data (Assembly, Annotation, Metabolic Pathways Analysis), Computational Biology.",On study leave
1727,1728,Muhammad Younas,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor/Incharge Department,MCS,University of the Punjab,Pakistan,2004.0,"Software engineering, Project Management, Programming, Management Information System, Geographic Information Systems, Information System Control and audit, DBMS",MS in progress
1728,1729, Naveed Ahmad Khan Jhamat,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor,MSc,University of the Punjab,Pakistan,,,On study leave
1729,1730,Ghulam Mustafa,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor,PhD,Beijing Institute of Technology,China,,,
1730,1731,Salman Naseer,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor,MS,Lahore Leads University,Pakistan,2015.0,,On study leave
1731,1732,Faiza Ejaz,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Lecturer,MSc,University of the Punjab,Pakistan,2013.0,,PhD in progress
1732,1733,Zeeshan Arshad,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Lecturer,MS,"COMSATS Institute of Information Technology,Lahore",Pakistan,2014.0,,
1733,1734,Kashif Riaz,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Lecturer,MS,"COMSATS Institute of Information Technology,Islamabad",Pakistan,2013.0,,
1774,1775,Muhammad Shahzad Sarfraz,University of Gujrat,Computer Science,Punjab,Associate Professor/HoD,PhD,Asian Institute of Technology,Thailand,,using Geospatial technologies to strengthen and integrate health systems,
1775,1776,Abdur Rehman,University of Gujrat,Computer Science,Punjab,Assistant Professor,PhD,University of Engineering and Technology,Pakistan,,His core expertise are in the field of machine learning and his focused area of research is “Text Classification”. ,
1777,1778,Mubbashar Hussain,University of Gujrat,Computer Science,Punjab,Assistant Professor,MS,University of the Punjab,Pakistan,,,
1780,1781,Najeeb-Ur-Rehman,University of Gujrat,Computer Science,Punjab,Assistant Professor,MS,"FAST– National University of Computer and Emerging Sciences,Lahore",Pakistan,,"Trusted Computing along with Agent Oriented Technologies, and Machine Learning along with Data Mining",
1783,1784,Saliha Zahoor,University of Gujrat,Computer Science,Punjab,Assistant Professor,MS,University of Gujrat,Pakistan,,,
1784,1785,Waqas Haider Khan Bangyal,University of Gujrat,Computer Science,Punjab,Assistant Professor,,"IQRA University,Islamabad",Pakistan,,Computational Intelligence and Artificial Neural Network,PhD in progress
1785,1786,Zafar Mehmood,University of Gujrat,Computer Science,Punjab,Assistant Professor,MS,University of Gujrat,Pakistan,,,
1790,1791,Ehtisham Rashid,University of Gujrat,Computer Science,Punjab,Lecturer,MS,Lahore University of Management Sciences,Pakistan,,,
1791,1792,Fakhra Nazir,University of Gujrat,Computer Science,Punjab,Lecturer,MS,National University of Sciences and Technology,Pakistan,,,
1792,1793,Hafiza Basserat Fatima,University of Gujrat,Computer Science,Punjab,Lecturer,MS,University of the Punjab,Pakistan,,Human Acceptance of Autonomous Social Media Agent,
1793,1794,Muhammad Abo Bakar Aslam,University of Gujrat,Computer Science,Punjab,Lecturer,MS,"University of Engineering and Technology,Taxila",Pakistan,,Computer Engineering,
1801,1802,Saleem Afzal,University of Gujrat,Computer Science,Punjab,Lecturer,BS,Hamdard University,Pakistan,,,
1803,1804,Zaheer Ahmed,University of Gujrat,Computer Science,Punjab,Lecturer,MS,Jonkoping University,Sweden,,"Enterprise Modeling, Software Engineering, Information Retrieval, Information and Knowledge Modeling and Information Logistics",
1804,1805,Zahid Iqbal,University of Gujrat,Computer Science,Punjab,Lecturer,MS,"FAST– National University of Computer and Emerging Sciences,Islamabad",Pakistan,,,
1806,1807,Ayesha Rashid,University of Gujrat,Computer Science,Punjab,Associate Professor,MS,University of Gujrat,Pakistan,,,
1813,1814,Shah Khusro,University of Peshawar,Computer Science,KPK,Professor/HoD,PhD,Vienna University of Technology,Austria,,"Web Engineering, Web Semantics, Web 2.0, Lifelogging, Smartphones, Information Overload, Technology for People with Special Needs",
1814,1815,Azhar Rauf,University of Peshawar,Computer Science,KPK,Professor,PhD,Colorado Technical University,USA,2006.0,"Database Security (Fine Grained Security Techniques, K-Anonymity, Digital Watermarking, Data Encryption), Data Warehousing (Data Quality Techniques, Data De-duplication), Data Mining, Big Data Analytics","Remained at the Chancellor’s list by achieving 4.0 CGPA during the MS Computer Science Program at Colorado Technical University, USA"
1815,1816,Muhammad Abid,University of Peshawar,Computer Science,KPK,Professor,PhD,Cranfield University,UK,1990.0,"Sentiment Analysis, Text Simplification, Plagiarism Detection, Automatic paraphrasing",
1816,1817,Saeed Mahfooz,University of Peshawar,Computer Science,KPK,Professor,PhD,Liverpool John Moores University,UK,2001.0,"Networks, Mobile Adhoc networks, Wireless sensor Networks, Distrinuted systems, Differential services, Routing Algorithms, Internet Protocol IPv6",
1817,1818,Sara Shahzad,University of Peshawar,Computer Science,KPK,Associate Professor,PhD,Technical University of Graz,Austria,2010.0,"Agile Software Development, Software Quality, Empirical Research in Software Engineering",
1818,1819,Abdul Haseeb Malik,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,University of York,UK,2012.0,Concurrency and Parallelism Operating System Kernels Programming Languages Computer Architecture Internet of Things,
1819,1820,Asim Jalal,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,University of Southampton,UK,,"Human Computer Interaction, Technology Enhanced Learning, Learning Analytics, Persuasive Technologies, UX Design",
1820,1821,Huma Javed,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,Liverpool John Moores University,UK,2008.0,"Middleware, Sensor networks, Embedded systems, Pervasive computing ,Wireless communications.",Currently Member of Board of  Studies of Kohat University and Shaheed Benazir Bhutto  University
1822,1823,Muhammad Naeem,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,Brock University Canada,Canada,,,
1823,1824,Naveed Ahmad,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,University of Surrey,UK,2013.0,"Intelligent Transport System, Security, Privacy, Formal Modelling Delay Tolerant Networking, multicasting",
1824,1825,Waheed ur Rehman,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,University of Westminster,UK,2016.0,"60-GHz networks, resource allocation in HetNets, Capacity analysis in wireless networks",
1825,1826,Ibrar Ahmad,University of Peshawar,Computer Science,KPK,Assistant Professor,MS,Lahore University of Management Sciences,Pakistan,2005.0,"Artificial Intelligence, Machine Learning, Neural Networks, Algorithms",
1826,1827,Javed Iqbal,University of Peshawar,Computer Science,KPK,Assistant Professor,MS,Manchester Metropolitan University,UK,,,
1827,1828,Qazi Ejaz Ali,University of Peshawar,Computer Science,KPK,Assistant Professor,MS,Agricultural University Peshawar,Pakistan,2008.0,Network Security,
1828,1829,Fatima Tuz Zuhra,University of Peshawar,Computer Science,KPK,Assistant Professor,MS,University of Peshawar,Pakistan,,,
1829,1830,Muhammad Amir,University of Peshawar,Computer Science,KPK,Lecturer,MS,University of Peshawar,Pakistan,2009.0,"Artificial Intelligence, Natural Language Processing",
1830,1831,Muhammad Sadeequllah,University of Peshawar,Computer Science,KPK,Lecturer,MS,University of Peshawar,Pakistan,2009.0,Artificial Intelligence-Artificial Neural Networks Artificial Intelligence-Particle Swarm Optimization,
1831,1832,Saif ur Rehman,University of Peshawar,Computer Science,KPK,Lecturer,MS,"International Islamic University,Islamabad",Pakistan,2018.0,Datamining,MS will complete in 2018
1836,1837,Iftikhar Ahmad,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Assistant Professor,PhD,University of Saarland,germany,2013.0,"Blockchain and Cryptocurrencies, Graph Theory and Social Networks, Combinatorial Optimization, Algorithm Engineering, Game Theory, Algorithmic Trading",
1858,1859,Fazal-i-Haq,"University of Agriculture,Peshawar",Computer Science,KPK,Professor/Chairman,PhD,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,2009.0,Numerical Solution of initial and initial Boundary Value Problems.,
1859,1860,Yousaf Hayat,"University of Agriculture,Peshawar",Computer Science,KPK,Professor,PostDoc,The University of Queensland,Australia,2014.0,"Biostatistics: Statistical Genetics and Bioinformatics, Linear and Mixed Linear Models, Experimental Designs",
1860,1861,Zafar Mahmood,"University of Agriculture,Peshawar",Computer Science,KPK,Associate Professor,PhD,University of Rochester,USA,2010.0,Applied Statistics and Biostatistics,
1861,1862,Iftikhar ud Din,"University of Agriculture,Peshawar",Computer Science,KPK,Assistant Professor,M.Phil,University of Peshawar,Pakistan,,BioStatistics,PhD in progress
1862,1863,Dildar Hussain,"University of Agriculture,Peshawar",Computer Science,KPK,Assistant Professor,M.Phil,Quaid-i-Azam University,Pakistan,2008.0,Bayesian Statistics,
1863,1864,Ahmad Nawaz,"University of Agriculture,Peshawar",Computer Science,KPK,Assistant Professor,MSc,University of Peshawar,Pakistan,1987.0,fluid dynamics,
1864,1865,Seema Zubair,"University of Agriculture,Peshawar",Computer Science,KPK,Lecturer,MS,Islamia College University ,Pakistan,2010.0,"Statistics, Human Resources management",PhD in progress
1865,1866,Muhammad Suhail,"University of Agriculture,Peshawar",Computer Science,KPK,Lecturer,M.Phil,University of the Punjab,Pakistan,2013.0,Statistics,PhD in progress
1866,1867,Majid Khan,"University of Agriculture,Peshawar",Computer Science,KPK,Lecturer,MS,IBMS KP Agricultural University Peshawar,Pakistan,2009.0,Mobile Ad Hoc Networks (MANETs),
1889,1890,Omar Usman Khan,"FAST,Peshawar",Computer Science,KPK,Associate Professor/HoD,PhD,Politecnico di Torino,Italy,2013.0,,HEC approved PhD Supervisor
1890,1891,Muhammad Nauman,"FAST,Peshawar",Computer Science,KPK,Associate Professor,PhD,University of Kuala Lumpur,Malaysia,2014.0,Machine Learning in Security and Privacy,HEC approved PhD Supervisor
1891,1892,Nouman Azam,"FAST,Peshawar",Computer Science,KPK,Associate Professor,PhD,University of Regina,Canada,2014.0,,HEC approved PhD Supervisor
1892,1893,Hafeez ur Rehman,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,PhD,Politecnico di Torino,Italy,2014.0,,HEC approved PhD Supervisor
1893,1894,Usman Habib,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,PhD,TU Wien,Austria,2014.0,,
1894,1895,Fazal-E-Basit,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,MS,National University of Sciences and Technology,Pakistan,2006.0,,
1895,1896,M. Taimoor Khan,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,MS,Swinburne University Of Technology,Australia,2010.0,,
1896,1897,M. Tehseen Khan,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,MS,"Institute Of Managment Sciences, Peshawar",Pakistan,2007.0,,
1897,1898,Muhammad Amin,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,MS,"Institute Of Managment Sciences, Peshawar",Pakistan,2009.0,,
1898,1899,Muhammad Waqas,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,MS,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,2014.0,,
1899,1900,Shakir Ullah,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,MS,Foundation University,Pakistan,2009.0,,
1900,1901,Shoaib Muhammad,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,MS,"FAST– National University of Computer and Emerging Sciences,Islamabad",Pakistan,2006.0,,
1901,1902,Muhammad Yousaf,"FAST,Peshawar",Computer Science,KPK,Instructor,BS,"FAST– National University of Computer and Emerging Sciences,Peshawar",Pakistan,2015.0,,
1902,1903,Waqas Ali,"FAST,Peshawar",Computer Science,KPK,Instructor,MSc,University of Peshawar,Pakistan,2009.0,,
1903,1904,Kaleem Nawaz Khan,"FAST,Peshawar",Computer Science,KPK,Instructor,BS,"FAST– National University of Computer and Emerging Sciences,Peshawar",Pakistan,2015.0,,
1904,1905,GHUFRAN ULLAH,City University,Computer Science,KPK,Assistant Professor,PhD,University of Technology,Malaysia,2014.0,WIRELESS SENSOR NETWORK  ,
1905,1906,RASHID NASEEM,City University,Computer Science,KPK,Assistant Professor/HoD ,PhD,Universiti Tun Hussein Onn Malaysia,Malaysia,2016.0,"Software Modularization, Software Architecture Recovery, Bugs Prioritization, Software Quality Metrics, Clustering, Classification, Digital Forensics (Files recovery)  ",
1906,1907,MUHAMMAD ARIF,City University,Computer Science,KPK,Lecturer,MS,"Institute of Management Sciences, Peshawar",Pakistan,2011.0,INFORMATIONAL AND BUSINESS SUPPORT SYSTEM  ,Visiting
1907,1908,MUMTAZ ALI,City University,Computer Science,KPK,Assistant Professor,MS,"Institute of Management Sciences, Peshawar",Pakistan,2009.0,INFORMATIONAL AND BUSINESS SUPPORT SYSTEM  ,
1908,1909,ZAFAR IQBAL,City University,Computer Science,KPK,Assistant Professor,MS,"IQRA University,Islamabad",Pakistan,2011.0,SOFTWARE ENGINEERING  ,
1909,1910,SHAMS FAROOQ,City University,Computer Science,KPK,Assistant Professor,MS,University of Huddersfield,UK,2006.0,EMBEDDED SYSTEM ENGINEERING  ,
1910,1911,UMAR FAROOQ KHATTAK,City University,Computer Science,KPK,Lecturer,MS,"Institute of Management Sciences, Peshawar",Pakistan,2011.0, INFORMATION TECHNOLOGY  ,
1911,1912,KASHIF BASIR,City University,Computer Science,KPK,Lecturer,MS,National University of Sciences and Technology,Pakistan,2014.0,SOFTWARE ENGINEERING  ,
1912,1913,MUHAMMAD ARIF SHAH,City University,Computer Science,KPK,Lecturer,MS,"University of Engineering and Technology,Peshawar",Pakistan,2014.0,SOFTWARE ENGINEERING  ,
1913,1914,MUHAMMAD ZUBAIR KHAN,City University,Computer Science,KPK,Lecturer,MS,National University of Sciences and Technology,Pakistan,2015.0,SOFTWARE ENGINEERING  ,
1914,1915,TAYYBA TARIQ,City University,Computer Science,KPK,Lecturer,MS,"University of Engineering and Technology,Taxila",Pakistan,2015.0,SOFTWARE ENGINEERING  ,
1915,1916,MUHAMMAD EHSAN,City University,Computer Science,KPK,Lecturer,MBA,City University of Science and Technology,Pakistan,2010.0,Information Technology/Finance ,
1916,1917,MUHAMMAD ABDUL TAWAB KHALIL,City University,Computer Science,KPK,Lecturer,MCS,"IQRA University,Karachi",Pakistan,2005.0,COMPUTER SCIENCE  ,
1917,1918,SANAULLAH KHAN,City University,Computer Science,KPK,Lecturer,BCS,City University of Science and Technology,Pakistan,2007.0,SOFTWARE ENGINEERING  ,MS in progress
1918,1919,SHEHZAD SAIFULLAH,City University,Computer Science,KPK,Lecturer,MS,"FAST– National University of Computer and Emerging Sciences,Islamabad",Pakistan,2014.0,COMPUTER SCIENCE  ,
