rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
2405,1100,Manufacturing,Zhu Zhaojiang,49,China,Shenzhen,Smartphones,Manufacturing,China,,TRUE,D,M,1/1/1974 0:00,Zhu,Zhaojiang,,4/4/2023 5:01,,,1974,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Manufacturing,Zhuo Jun,57,Hong Kong,Hong Kong,Printed circuit boards,Manufacturing,Hong Kong,,FALSE,D,F,1/1/1966 0:00,Zhuo,Jun,,4/4/2023 5:01,,,1966,1,1,,,,,,,,,,,
2540,1000,Food & Beverage,Manohar Lal Agarwal,68,India,Delhi,Snacks,Food & Beverage,India,,FALSE,N,M,10/30/1954 0:00,Agarwal,Manohar Lal,,4/4/2023 5:01,,,1954,10,30,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2540,1000,Finance & Investments,Christian Angermayer,44,United Kingdom,London,Investments,Finance & Investments,Germany,,TRUE,D,M,4/26/1978 0:00,Angermayer,Christian,,4/4/2023 5:01,,,1978,4,26,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2540,1000,Fashion & Retail,Ryuji Arai,76,Japan,Tokyo,Retail,Fashion & Retail,Japan,,TRUE,D,M,5/28/1946 0:00,Arai,Ryuji,,4/4/2023 5:01,,,1946,5,28,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2540,1000,Healthcare,Anna Maria Braun,44,Germany,Melsungen,Medical technology,Healthcare,Germany,,FALSE,D,F,1/1/1979 0:00,Braun,Anna Maria,,4/4/2023 5:01,,,1979,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2540,1000,Healthcare,Johanna Braun,43,Germany,Melsungen,Medical technology,Healthcare,Germany,,FALSE,E,F,1/1/1980 0:00,Braun,Johanna,,4/4/2023 5:01,,,1980,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2540,1000,Healthcare,Karl Friedrich Braun,40,Germany,Melsungen,Medical technology,Healthcare,Germany,,FALSE,E,M,1/1/1983 0:00,Braun,Karl Friedrich,,4/4/2023 5:01,,,1983,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2540,1000,Healthcare,Ludwig Theodor Braun,33,Germany,Melsungen,Medical technology,Healthcare,Germany,,FALSE,D,M,1/1/1990 0:00,Braun,Ludwig Theodor,,4/4/2023 5:01,,,1990,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2540,1000,Diversified,Ana Maria Brescia Cafferata,98,Peru,Lima,"Mining, banking",Diversified,Peru,,FALSE,D,F,4/19/1924 0:00,Brescia Cafferata,Ana Maria,,4/4/2023 5:01,,,1924,4,19,129.78,2.1,"$226,848,050,820 ",70.7,106.9,76.5,14.3,36.8,32510453,-9.189967,-75.015152
2540,1000,Media & Entertainment,Jimmy Buffett,76,United States,Palm Beach,"Entertainment, Margaritaville",Media & Entertainment,United States,,TRUE,N,M,12/25/1946 0:00,Buffett,Jimmy,Musician,4/4/2023 5:01,Florida,,1946,12,25,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Gambling & Casinos,Hideyuki Busujima,70,Japan,Tokyo,Pachinko machines,Gambling & Casinos,Japan,,FALSE,R,M,9/30/1952 0:00,Busujima,Hideyuki,,4/4/2023 5:01,,,1952,9,30,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2540,1000,Finance & Investments,Edouard Carmignac,75,France,Paris,Asset management,Finance & Investments,France,,TRUE,D,M,9/4/1947 0:00,Carmignac,Edouard,,4/4/2023 5:01,,,1947,9,4,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
2540,1000,Logistics,Chang Kuo-Ming,,Taiwan,Taipei,Transportation,Logistics,Taiwan,,FALSE,D,M,,Chang,Kuo-Ming,,4/4/2023 5:01,,,,,,,,,,,,,,,,
2540,1000,Manufacturing,Chen Jiancheng,64,China,Shangyu,Manufacturing,Manufacturing,China,,TRUE,D,M,1/13/1959 0:00,Chen,Jiancheng,,4/4/2023 5:01,,,1959,1,13,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Media & Entertainment,Rui Chen,45,China,Shanghai,Online entertainment,Media & Entertainment,China,,TRUE,R,M,1/1/1978 0:00,Chen,Rui,,4/4/2023 5:01,,,1978,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Manufacturing,Chen Shiliang,59,China,Tongxiang,Polyester,Manufacturing,China,,TRUE,D,M,12/1/1963 0:00,Chen,Shiliang,,4/4/2023 5:01,,,1963,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Technology,Tianqiao Chen,49,United States,Atherton,Online games,Technology,China,,TRUE,D,M,5/16/1973 0:00,Chen,Tianqiao,,4/4/2023 5:01,California,West,1973,5,16,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Energy,Yuantai Chen,55,China,Ningde,Batteries,Energy,China,,TRUE,D,M,3/1/1968 0:00,Chen,Yuantai,,4/4/2023 5:01,,,1968,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Food & Beverage,Cheng Antares,65,Hong Kong,Hong Kong,Liquor,Food & Beverage,Hong Kong,,TRUE,D,M,11/1/1957 0:00,Cheng,Antares,,4/4/2023 5:01,,,1957,11,1,,,,,,,,,,,
2540,1000,Manufacturing,Kochouseph Chittilappilly,72,India,Kochi,Electrical appliances,Manufacturing,India,,TRUE,R,M,12/27/1950 0:00,Chittilappilly,Kochouseph,,4/4/2023 5:01,,,1950,12,27,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2540,1000,Real Estate,John Christodoulou,57,Monaco,Monaco,Real estate,Real Estate,United Kingdom,,TRUE,N,M,5/24/1965 0:00,Christodoulou,John,,4/4/2023 5:01,,,1965,5,24,,,"$7,184,844,193 ",,,,,,38964,43.7384176,7.4246158
2540,1000,Finance & Investments,Pollyanna Chu,64,Hong Kong,Hong Kong,"Financial services, property",Finance & Investments,Hong Kong,,TRUE,E,F,8/3/1958 0:00,Chu,Pollyanna,,4/4/2023 5:01,,,1958,8,3,,,,,,,,,,,
2540,1000,Diversified,Turgay Ciner,67,Turkey,Istanbul,Diversified,Diversified,Turkey,,TRUE,D,M,3/1/1956 0:00,Ciner,Turgay,,4/4/2023 5:01,,,1956,3,1,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
2540,1000,Technology,Benoit Dageville,56,United States,San Carlos,Software,Technology,United States,,TRUE,D,M,6/29/1966 0:00,Dageville,Benoit,,4/4/2023 5:01,California,West,1966,6,29,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Real Estate,Mark Dixon,63,Monaco,Monaco,Office real estate,Real Estate,United Kingdom,,TRUE,D,M,11/2/1959 0:00,Dixon,Mark,,4/4/2023 5:01,,,1959,11,2,,,"$7,184,844,193 ",,,,,,38964,43.7384176,7.4246158
2540,1000,Technology,Du Yulin & family,50,China,Guangzhou,Software,Technology,China,,TRUE,N,M,8/1/1972 0:00,Du,Yulin,,4/4/2023 5:01,,,1972,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Healthcare,Feng Yuxia,58,China,Beijing,Pharmaceuticals,Healthcare,China,,TRUE,D,F,11/6/1964 0:00,Feng,Yuxia,,4/4/2023 5:01,,,1964,11,6,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Healthcare,Benedicte Find,68,Denmark,Copenhagen,Medical devices,Healthcare,Denmark,,FALSE,D,F,9/21/1954 0:00,Find,Benedicte,,4/4/2023 5:01,,,1954,9,21,110.35,0.8,"$348,078,018,464 ",80.6,101.3,81,32.4,23.8,5818553,56.26392,9.501785
2540,1000,Fashion & Retail,William Fisher,66,United States,San Francisco,Gap,Fashion & Retail,United States,Gap Inc.,FALSE,D,M,4/1/1957 0:00,Fisher,William,Director,4/4/2023 5:01,California,West,1957,4,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Manufacturing,Gao Yunfeng,56,China,Shenzhen,Industrial lasers,Manufacturing,China,,TRUE,D,M,2/1/1967 0:00,Gao,Yunfeng,,4/4/2023 5:01,,,1967,2,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Real Estate,Jianming Geng,60,China,Langfang,Real estate,Real Estate,China,,TRUE,D,M,9/1/1962 0:00,Geng,Jianming,,4/4/2023 5:01,,,1962,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Finance & Investments,Sven Hagströmer,79,Sweden,Stockholm,Financial services,Finance & Investments,Sweden,,TRUE,D,M,11/30/1943 0:00,Hagströmer,Sven,,4/4/2023 5:01,,,1943,11,30,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
2540,1000,Service,Clelia Haji-Ioannou,52,Monaco,Monte Carlo,EasyJet,Service,Cyprus,,FALSE,R,F,1/1/1971 0:00,Haji-Ioannou,Clelia,,4/4/2023 5:01,,,1971,1,1,,,"$7,184,844,193 ",,,,,,38964,43.7384176,7.4246158
2540,1000,Service,Stelios Haji-Ioannou,56,Monaco,Monte Carlo,EasyJet,Service,Cyprus,,FALSE,D,M,2/14/1967 0:00,Haji-Ioannou,Stelios,,4/4/2023 5:01,,,1967,2,14,,,"$7,184,844,193 ",,,,,,38964,43.7384176,7.4246158
2540,1000,Manufacturing,Hang Hong,55,China,Wuxi,Machinery,Manufacturing,China,,TRUE,D,F,1/1/1968 0:00,Hang,Hong,,4/4/2023 5:01,,,1968,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Manufacturing,He Yamin & family,66,China,Chengdu,Manufacturing,Manufacturing,China,,TRUE,D,M,2/23/1957 0:00,He,Yamin,,4/4/2023 5:01,,,1957,2,23,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Energy,Ghan Djoe Hiang,79,Indonesia,Jakarta,Coal,Energy,Indonesia,,FALSE,N,F,9/3/1943 0:00,Hiang,Ghan Djoe,,4/4/2023 5:01,,,1943,9,3,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
2540,1000,Technology,Hong Feng,46,China,Beijing,Smartphones,Technology,China,,TRUE,D,M,1/1/1977 0:00,Hong,Feng,,4/4/2023 5:01,,,1977,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Fashion & Retail,Hong Seok-joh,70,South Korea,Seoul,Convenience stores,Fashion & Retail,South Korea,BGF Co. Ltd.,FALSE,D,M,1/8/1953 0:00,Hong,Seok-joh,,4/4/2023 5:01,,,1953,1,8,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
2540,1000,Healthcare,Hu Gengxi & family,59,China,Shanghai,Bio-Pharma,Healthcare,China,,TRUE,R,M,1/9/1964 0:00,Hu,Gengxi,,4/4/2023 5:01,,,1964,1,9,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Technology,Danilo Iervolino,45,Italy,Rome,Online universities,Technology,Italy,,TRUE,N,M,4/2/1978 0:00,Iervolino,Danilo,,4/4/2023 5:01,,,1978,4,2,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
2540,1000,Finance & Investments,Hedda im Brahm-Droege,68,Germany,Dusseldorf,Investments,Finance & Investments,Germany,,TRUE,D,F,1/1/1955 0:00,im Brahm-Droege,Hedda,,4/4/2023 5:01,,,1955,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2540,1000,Manufacturing,Inder Jaisinghani,70,India,Mumbai,Cables & wires,Manufacturing,India,,TRUE,N,M,3/29/1953 0:00,Jaisinghani,Inder ,,4/4/2023 5:01,,,1953,3,29,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2540,1000,Sports,LeBron James,38,United States,Los Angeles,Basketball,Sports,United States,NBA,TRUE,N,M,12/30/1984 0:00,James,LeBron,Athlete,4/4/2023 5:01,California,West,1984,12,30,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Fashion & Retail,Johan Johannson,56,Norway,Oslo,Grocery stores,Fashion & Retail,Norway,,FALSE,D,M,1/1/1967 0:00,Johannson,Johan,,4/4/2023 5:01,,,1967,1,1,120.27,2.2,"$403,336,363,636 ",82,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946
2540,1000,Technology,Morris Kahn,93,Israel,Beit Yanay,Software,Technology,Israel,,TRUE,E,M,1/1/1930 0:00,Kahn,Morris,,4/4/2023 5:01,,,1930,1,1,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
2540,1000,Manufacturing,Ashok Kajaria,75,India,Delhi,Tiles,Manufacturing,India,,TRUE,R,M,8/1/1947 0:00,Kajaria,Ashok,,4/4/2023 5:01,,,1947,8,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2540,1000,Finance & Investments,Marcelo Kalim,53,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,,TRUE,E,M,10/15/1969 0:00,Kalim,Marcelo,,4/4/2023 5:01,,,1969,10,15,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
2540,1000,Sports,Ken Kendrick,79,United States,Paradise Valley,"Banking, sports team",Sports,United States,,TRUE,E,M,9/2/1943 0:00,Kendrick,Ken,,4/4/2023 5:01,Arizona,West,1943,9,2,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Technology,Brad Keywell,53,United States,Chicago,"Software, investments",Technology,United States,,TRUE,N,M,10/27/1969 0:00,Keywell,Brad,,4/4/2023 5:01,Illinois,Midwest,1969,10,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Energy,Muhammed Aziz Khan,68,Singapore,Singapore,Power,Energy,Bangladesh,,TRUE,N,M,3/1/1955 0:00,Khan,Muhammed Aziz,,4/4/2023 5:01,,,1955,3,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2540,1000,Fashion & Retail,Kim Jung-woong,48,South Korea,Seoul,Cosmetics,Fashion & Retail,South Korea,,TRUE,D,M,1/1/1975 0:00,Kim,Jung-woong,,4/4/2023 5:01,,,1975,1,1,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
2540,1000,Diversified,Ihor Kolomoyskyy,60,Ukraine,Kiev,"Banking, investments",Diversified,Israel,,TRUE,E,M,2/13/1963 0:00,Kolomoyskyy,Ihor,,4/4/2023 5:01,,,1963,2,13,281.66,7.9,"$153,781,069,118 ",82.7,99,71.6,20.1,45.2,44385155,48.379433,31.16558
2540,1000,Real Estate,Kong Jian Min,55,China,Guangzhou,Real estate,Real Estate,China,,TRUE,D,M,1/1/1968 0:00,Kong,Jian Min,,4/4/2023 5:01,,,1968,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Manufacturing,Koo Bon-neung,74,South Korea,Seoul,Electronics,Manufacturing,South Korea,Heesung Electronics,FALSE,D,M,3/26/1949 0:00,Koo,Bon-neung,,4/4/2023 5:01,,,1949,3,26,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
2540,1000,Real Estate,Michael Kum,78,Singapore,Singapore,Hotels,Real Estate,Singapore,,TRUE,N,M,1/1/1945 0:00,Kum,Michael,,4/4/2023 5:01,,,1945,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2540,1000,Real Estate,Richard Kurtz,82,United States,Palm Beach,Real estate,Real Estate,United States,,TRUE,N,M,5/15/1940 0:00,Kurtz,Richard,,4/4/2023 5:01,Florida,South,1940,5,15,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Finance & Investments,Lev Kvetnoi,57,Russia,Moscow,Cement,Finance & Investments,Russia,,TRUE,R,M,8/27/1965 0:00,Kvetnoi,Lev,,4/4/2023 5:01,,,1965,8,27,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2540,1000,Finance & Investments,Michiel Le Roux,73,South Africa,Stellenbosch,Banking,Finance & Investments,South Africa,,TRUE,D,M,5/20/1949 0:00,Le Roux,Michiel,,4/4/2023 5:01,,,1949,5,20,158.93,4.1,"$351,431,649,241 ",22.4,100.9,63.9,27.5,29.2,58558270,-30.559482,22.937506
2540,1000,Technology,Li Wanqiang,45,China,Beijing,Smartphones,Technology,China,,TRUE,D,M,8/1/1977 0:00,Li,Wanqiang,,4/4/2023 5:01,,,1977,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Fashion & Retail,Liu Baolin,69,China,Wuhan,Pharmacies,Fashion & Retail,China,,TRUE,E,M,6/1/1953 0:00,Liu,Baolin,,4/4/2023 5:01,,,1953,6,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Healthcare,Loo Choon Yong,74,Singapore,Singapore,Healthcare,Healthcare,Singapore,,TRUE,N,M,2/27/1949 0:00,Loo,Choon Yong,,4/4/2023 5:01,,,1949,2,27,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2540,1000,Technology,Lu Yonghua & family,59,China,Shanghai,Electronics,Technology,China,,TRUE,D,M,7/26/1963 0:00,Lu,Yonghua,,4/4/2023 5:01,,,1963,7,26,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Manufacturing,Ma Xiuhui,52,China,Shanghai,LED lighting,Manufacturing,China,,TRUE,D,F,1/7/1971 0:00,Ma,Xiuhui,,4/4/2023 5:01,,,1971,1,7,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Technology,Apoorva Mehta,36,United States,San Francisco,Grocery delivery service,Technology,Canada,Instacart,TRUE,D,M,7/19/1986 0:00,Mehta,Apoorva,Founder,4/4/2023 5:01,California,West,1986,7,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Manufacturing,Gabriella Meister,,Germany,Landsberg am Lech,Appliances,Manufacturing,Germany,,FALSE,D,F,,Meister,Gabriella,,4/4/2023 5:01,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2540,1000,Manufacturing,Ulrike Meister,56,Germany,Landsberg,Appliances,Manufacturing,Germany,,FALSE,D,F,3/13/1967 0:00,Meister,Ulrike,,4/4/2023 5:01,,,1967,3,13,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2540,1000,Construction & Engineering,Andrei Molchanov,51,Russia,Moscow,Construction materials,Construction & Engineering,Russia,,TRUE,R,M,9/24/1971 0:00,Molchanov,Andrei,,4/4/2023 5:01,,,1971,9,24,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2540,1000,Manufacturing,Fulvio Montipò & family,78,Italy,Reggio Emilia,Hydraulic pumps,Manufacturing,Italy,,TRUE,N,M,10/22/1944 0:00,Montipò,Fulvio,,4/4/2023 5:01,,,1944,10,22,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
2540,1000,Finance & Investments,Stanley Motta,77,,,Finance,Finance & Investments,Panama,,FALSE,N,M,6/15/1945 0:00,Motta,Stanley,,4/4/2023 5:01,,,1945,6,15,,,,,,,,,,,
2540,1000,Media & Entertainment,Tyler Perry,53,United States,Atlanta,"Movies, television",Media & Entertainment,United States,Television,TRUE,E,M,9/14/1969 0:00,Perry,Tyler,Director,4/4/2023 5:01,Georgia,South,1969,9,14,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Fashion & Retail,Réal Plourde,,Canada,Westmount,Convenience stores,Fashion & Retail,Canada,,TRUE,N,M,,Plourde,Réal,,4/4/2023 5:01,,,,,,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
2540,1000,Food & Beverage,Vera Rechulski Santo Domingo,74,Bermuda,,Beer,Food & Beverage,Brazil,,FALSE,E,F,12/26/1948 0:00,Rechulski Santo Domingo,Vera,,4/4/2023 5:01,,,1948,12,26,,,,,,,,,,,
2540,1000,Energy,George Sakellaris,76,United States,Milton,Energy services,Energy,United States,,TRUE,D,M,6/3/1946 0:00,Sakellaris,George,,4/4/2023 5:01,Massachusetts,Northeast,1946,6,3,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Media & Entertainment,Eddy Kusnadi Sariaatmadja,69,Indonesia,Jakarta,"Media, tech",Media & Entertainment,Indonesia,,TRUE,D,M,8/23/1953 0:00,Sariaatmadja,Eddy Kusnadi,,4/4/2023 5:01,,,1953,8,23,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
2540,1000,Technology,Neerja Sethi,68,United States,Fisher Island,"IT consulting, outsourcing",Technology,United States,,TRUE,E,F,1/16/1955 0:00,Sethi,Neerja,,4/4/2023 5:01,Florida,South,1955,1,16,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Technology,Scott Smith,73,United States,Provo,Cloud computing,Technology,United States,,TRUE,D,M,4/12/1949 0:00,Smith,Scott,,4/4/2023 5:01,Utah,West,1949,4,12,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Service,Petter Stordalen & family,60,Norway,Oslo,Hotels,Service,Norway,,TRUE,D,M,11/29/1962 0:00,Stordalen,Petter,,4/4/2023 5:01,,,1962,11,29,120.27,2.2,"$403,336,363,636 ",82,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946
2540,1000,Diversified,Ivan Streshinsky,53,Russia,Moscow,"Metals, telecom",Diversified,Russia,,TRUE,N,M,10/2/1969 0:00,Streshinsky,Ivan,,4/4/2023 5:01,,,1969,10,2,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2540,1000,Finance & Investments,Sergei Sudarikov,51,Russia,Moscow,"Finance, development",Finance & Investments,Russia,,TRUE,R,M,5/12/1971 0:00,Sudarikov,Sergei,,4/4/2023 5:01,,,1971,5,12,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2540,1000,Manufacturing,Wijono Tanoko,70,Indonesia,Surabaya,Paints,Manufacturing,Indonesia,,FALSE,Split Family Fortune,M,8/28/1952 0:00,Tanoko,Wijono,,4/4/2023 5:01,,,1952,8,28,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
2540,1000,Manufacturing,Haryanto Tjiptodihardjo,59,Indonesia,Jakarta,Manufacturing,Manufacturing,Indonesia,,FALSE,N,M,4/30/1963 0:00,Tjiptodihardjo,Haryanto,,4/4/2023 5:01,,,1963,4,30,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
2540,1000,Food & Beverage,David Tran & family,77,United States,Arcadia,Hot sauce,Food & Beverage,United States,,TRUE,N,M,11/19/1945 0:00,Tran,David,,4/4/2023 5:01,California,West,1945,11,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,Media & Entertainment,Kenzo Tsujimoto,82,Japan,Osaka,Video games,Media & Entertainment,Japan,,TRUE,N,M,12/15/1940 0:00,Tsujimoto,Kenzo,,4/4/2023 5:01,,,1940,12,15,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2540,1000,Telecom,Murat Vargi,75,Turkey,Istanbul,Telecom,Telecom,Turkey,,TRUE,D,M,11/14/1947 0:00,Vargi,Murat,,4/4/2023 5:01,,,1947,11,14,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
2540,1000,Technology,Shigefumi Wada,70,Japan,"Nakano, Tokyo",Software,Technology,Japan,,TRUE,E,M,8/30/1952 0:00,Wada,Shigefumi,,4/4/2023 5:01,,,1952,8,30,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2540,1000,Healthcare,Wan Feng & family,54,China,Shenzhen,Medical equipment,Healthcare,China,,TRUE,R,M,1/1/1969 0:00,Wan,Feng,,4/4/2023 5:01,,,1969,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,Automotive,Wang Jianfeng & family,53,China,Ningbo,Auto parts,Automotive,China,,TRUE,D,M,,Wang,Jianfeng,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
