"name","rank","year","company.founded","company.name","company.relationship","company.sector","company.type","demographics.age","demographics.gender","location.citizenship","location.country code","location.gdp","location.region","wealth.type","wealth.worth in billions","wealth.how.category","wealth.how.from emerging","wealth.how.industry","wealth.how.inherited","wealth.how.was founder","wealth.how.was political"
"Solomon Lew","1465","2014","0","Premier Investments","chairman","retail","new","68","male","Australia","AUS","0.0","North America","executive","1.1","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Stewart Horejsi","1465","2014","1962","Berkshire Hathaway","investor","finance ","new","76","male","United States","USA","0.0","North America","executive","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Sudhir Ruparelia","1465","2014","1985","Ruparelia Group","founder","banking","new","58","male","Uganda","UGA","0.0","Sub-Saharan Africa","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Thomas Straumann","1465","2014","1954","Straumann Group","relation","dental implants","new","50","male","Switzerland","CHE","0.0","Europe","inherited","1.1","Traded Sectors","True","Consumer","3rd generation","True","True"
"Timothy Boyle","1465","2014","1938","Columbia Sportswear","relation","apparel","new","64","male","United States","USA","0.0","North America","inherited","1.1","Traded Sectors","True","Consumer","3rd generation","True","True"
"Vito Rodriguez Rodriguez","1465","2014","1967","Jose Rodriguez Banda","founder","milk","new","75","male","Peru","PER","0.0","Latin America","founder non-finance","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Yan Zhi","1465","2014","2005","Zall Development of Wuhan","founder","real estate","new","41","male","China","CHN","0.0","East Asia","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Yusuf Hamied","1465","2014","1935","Cipla","relation","pharmaceuticals","new","77","male","India","IND","0.0","South Asia","inherited","1.1","New Sectors","True","Technology-Medical","father","True","True"
"Zhang Guiping","1465","2014","1990","Suning Universal","chairman","real estate","new","62","male","China","CHN","0.0","East Asia","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Alan Rydge","1540","2014","1913","AHL","relation","entertainment","new","61","male","Australia","AUS","0.0","North America","inherited","1.1","Non-Traded Sectors","True","Media","father","True","True"
"Chen Miaolin","1540","2014","0","New Century Group","founder","hotels","","61","male","China","CHN","0.0","East Asia","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Chen Zemin","1540","2014","1992","Sanquan Food","founder","food","new","71","male","China","CHN","0.0","East Asia","founder non-finance","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Cheung Yan","1540","2014","1995","Nine Dragons Paper","founder","paper","new","57","female","China","CHN","0.0","East Asia","founder non-finance","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Christopher Hohn","1540","2014","2003","Children's Investment Fund","founder","hedge funds","new","47","male","United Kingdom","GBR","0.0","Europe","self-made finance","1.1","Financial","True","Hedge funds","not inherited","True","True"
"Deniz Sahenk","1540","2014","1951","Dogus Holding","relation","construction,banking","new","68","female","Turkey","TUR","0.0","Middle East/North Africa","inherited","1.1","Financial","True","Money Management","spouse/widow","True","True"
"Douglas Perkins","1540","2014","1984","Specsavers","founder","eyeglasses","new","0","male","United States","USA","0.0","North America","founder non-finance","1.1","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Giancarlo Franceso Civita","1540","2014","1950","Grupo Abril","relation","media","new","0","male","Brazil","BRA","0.0","Latin America","inherited","1.1","Non-Traded Sectors","True","Media","3rd generation","True","True"
"Hubert Palfinger","1540","2014","1932","Palfinger AG","relation","cranes","new","72","male","Austria","AUT","0.0","Europe","executive","1.1","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Jose Ermirio de Moraes Neto","1540","2014","1919","Votorantim Group","relation","metals, paper, cement","new","61","male","Brazil","BRA","0.0","Latin America","inherited","1.1","Financial","True","Diversified financial","father","True","True"
"Jose Roberto Ermirio de Moraes","1540","2014","1919","Votorantim Group","relation","metals, paper, cement","new","56","male","Brazil","BRA","0.0","Latin America","inherited","1.1","Financial","True","Diversified financial","father","True","True"
"K Dinesh","1540","2014","1981","Infosys","founder","software","new","59","male","India","IND","0.0","South Asia","founder non-finance","1.1","New Sectors","True","Technology-Computer","not inherited","True","True"
"K. Rai Sahi","1540","2014","1975","Morgaurd","chairman and ceo","real estate","new","67","male","Canada","CAN","0.0","North America","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Kim Taek-Jin","1540","2014","1997","NCSOFT","founder","online gaming","new","0","male","South Korea","KOR","0.0","East Asia","founder non-finance","1.1","New Sectors","True","","not inherited","True","True"
"Liu Gexin","1540","2014","1996","Sichuan Kelun Pharmaceutical","founder","pharmaceuticals","new","62","male","China","CHN","0.0","East Asia","founder non-finance","1.1","New Sectors","True","Technology-Medical","not inherited","True","True"
"Liu Ming Chung","1540","2014","1995","Nine Dragons Paper","founder","paper","new","51","male","Brazil","BRA","0.0","Latin America","founder non-finance","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Mary Perkins","1540","2014","1984","Specsavers","founder","eyeglasses","new","0","female","United States","USA","0.0","North America","founder non-finance","1.1","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Neide Helena de Moraes","1540","2014","1919","Votorantim Group","relation","metals, paper, cement","new","59","female","Brazil","BRA","0.0","Latin America","inherited","1.1","Financial","True","Diversified financial","father","True","True"
"Roberta Anamaria Civita","1540","2014","1950","Grupo Abril","relation","media","new","0","female","Brazil","BRA","0.0","Latin America","inherited","1.1","Non-Traded Sectors","True","Media","3rd generation","True","True"
"Ryoichi Jinnai","1540","2014","1962","Promise Consumer Finance","founder","finance","new","87","male","Japan","JPN","0.0","East Asia","self-made finance","1.1","Financial","True","Money Management","not inherited","True","True"
"Sheryl Sandberg","1540","2014","2004","Facebook","COO","internet company","new","44","female","United States","USA","0.0","North America","executive","1.1","New Sectors","True","Technology-Computer","not inherited","True","True"
"Sun Hongbin","1540","2014","1994","Sunac China Holdings","founder","real estate","new","51","male","United States","USA","0.0","North America","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Victor Civita Neto","1540","2014","1950","Grupo Abril","relation","media","new","0","male","Brazil","BRA","0.0","Latin America","inherited","1.1","Non-Traded Sectors","True","Media","3rd generation","True","True"
"Vikram Lal","1540","2014","1948","Eicher Motors","relation","automobiles","new","71","male","India","IND","0.0","South Asia","inherited","1.1","Traded Sectors","True","Consumer","father","True","True"
"Wang Laichun","1540","2014","2004","Luxshare Precision Industry","chairwomen","electonics components","new","46","female","China","CHN","0.0","East Asia","executive","1.1","New Sectors","True","Technology-Computer","not inherited","True","True"
"Wang Laisheng","1540","2014","2004","Luxshare Precision Industry","owner","electonics components","new","49","male","China","CHN","0.0","East Asia","executive","1.1","New Sectors","True","Technology-Computer","not inherited","True","True"
"Yao Wenbin","1540","2014","2004","Ourpalm","founder","software","new","43","male","China","CHN","0.0","East Asia","founder non-finance","1.1","New Sectors","True","Technology-Computer","not inherited","True","True"
"Zadik Bino","1540","2014","1922","Paz oil company","owner","oil","new","70","male","Israel","ISR","0.0","Middle East/North Africa","self-made finance","1.1","Financial","True","Money Management","not inherited","True","True"
"Alberto Alcocer","1565","2014","1952","Construcciones y Contratas","owner","construction","aquired","71","male","Spain","ESP","0.0","Europe","self-made finance","1.0","Financial","True","Diversified financial","not inherited","True","True"
"Alexander Vik","1565","2014","1980","Scandinavia Fund","investor","investment","aquired","59","male","Norway","NOR","0.0","Europe","self-made finance","1.0","Financial","True","Diversified financial","not inherited","True","True"
"An Kang","1565","2014","1992","Hualan Biological Engineering","founder","pharmaceuticals","new","65","male","China","CHN","0.0","East Asia","founder non-finance","1.0","New Sectors","True","Technology-Medical","not inherited","True","True"
"Andrea Reimann-Ciardelli","1565","2014","1923","Benckiser","relation","consumer goods","aquired","0","female","United States","USA","0.0","North America","inherited","1.0","Traded Sectors","True","Consumer","father","True","True"
"Andrew Gotianun","1565","2014","1955","Filinvest Development Corporation","founder","real estate","new","86","male","Philippines","PHL","0.0","East Asia","self-made finance","1.0","Financial","True","Real Estate","not inherited","True","True"
"Angela Bennett","1565","2014","1955","Wright Prospecting","relation","mining","new","69","female","Australia","AUS","0.0","North America","inherited","1.0","Resource Related","True","Mining and metals","father","True","True"
"Anne Beaufour","1565","2014","1929","Ipsen","relation","pharmaceuticals","new","50","female","France","FRA","0.0","Europe","inherited","1.0","New Sectors","True","Technology-Medical","3rd generation","True","True"
"B.R. Shetty","1565","2014","1975","New Medical Centre","founder","hospitals","new","72","male","India","IND","0.0","South Asia","founder non-finance","1.0","New Sectors","True","Technology-Medical","not inherited","True","True"
"Bent Jensen","1565","2014","1907","Linak","relation","linear actuators","new","62","male","Denmark","DEN","0.0","Europe","inherited","1.0","New Sectors","True","Technology-Computer","3rd generation","True","True"
"Boris Mints","1565","2014","2010","O1 Properties","owner","real estate","new","55","male","Russia","RUS","0.0","Europe","self-made finance","1.0","Financial","True","Real Estate","not inherited","True","True"
"Brian Higgins","1565","2014","1995","King Street Capital Management","founder","hedge funds","new","49","male","United States","USA","0.0","North America","self-made finance","1.0","Financial","True","Hedge funds","not inherited","True","True"
"C. James Koch","1565","2014","1984","Boston Beer Company","founder","beer","new","64","male","United States","USA","0.0","North America","founder non-finance","1.0","Traded Sectors","True","Consumer","not inherited","True","True"
