ID	Tweet	Affect Dimension	Intensity Score
2017-En-11038	I wanna kill you and destroy you. I want you died and I want her back. #emo #scene #anger #fuck #die #hatered	anger	0.851
2017-En-10148	@cineworld 'Congratulations your Free 1 month has been activated' Then charges £34.80 the same month. Absolutely furious 😡	anger	0.667
2017-En-10914	@SSheil coincidentally watched Ulzana's Raid last night - brutally indignant filmmaking.	anger	0.542
2017-En-10150	straight people are canoodling on the quad and I'm #offended	anger	0.648
2017-En-11322	@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!🐆 I think we have a good shot of beating Deep Run tomorrow! #revenge	anger	0.417
2017-En-11443	What's with all pre industrial revolution-esque footwear? You guys tryin out for grapes of wrath today?	anger	0.458
2017-En-10220	@Will_0004 No justification for shooting without provocation, even if the person has a bad history. Justification is not the way to go	anger	0.604
2017-En-11697	Will BYU's offense score 24+ vs WVU?	anger	0.125
2017-En-11693	@CallofDuty how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod 	anger	0.729
2017-En-11508	@brooklynbreeder \nI could not believe that their answer to his outrage was that they were right. I do hope he takes them to the cleaners.	anger	0.461
2017-En-10343	I'll happily be rude to people who personally insult me unprovoked, they deserve it 👍 Just as good people deserve respect	anger	0.521
2017-En-10229	Absolutely raging at the changes to CAS, what a joke	anger	0.604
2017-En-11416	@CSNHayes understandable. Hard when he has zero offense behind him, and only a few wins since the All-Star Break.	anger	0.271
2017-En-11118	White people irritate me.	anger	0.629
2017-En-11372	is it an insult or compliment to be told i look like a really happy duck	anger	0.333
2017-En-40235	@ImpugnValkyrie *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can -	anger	0.304
2017-En-10055	My mind is raging and i just want to end it all	anger	0.750
2017-En-11388	India should now react to the uri attack..... 	anger	0.521
2017-En-10857	@ZubairSabirPTI  pls dont insult the word 'Molna'	anger	0.479
2017-En-10916	Note to self ~ Stop laughing at things that offend you, it's ok to get mad at people \n#NoteToSelf #offended #mad #upset	anger	0.542
2017-En-11139	@clppng #offended the tonys have found a way to leave me out and now y'all have too	anger	0.542
2017-En-10912	@UKBlogAwards @ModishMale I would always be honest but it's great to feedback opinion to the brand - don't want to offend them #BlogHour	anger	0.438
2017-En-11600	I can't have a dog in my flat! Literally no reason either! Sorry potential doggie! #landlords #doglover #sad #angry #rescuedog #dog ;_;	anger	0.625
2017-En-10312	@Idubbbz @LeafyIsHere  I am offended	anger	0.542
2017-En-10605	My husband found out there are other rabid hockey fans like me as we waited in line 4 of the 6 window stickers were for SJ NHL/AHL hockey.	anger	0.396
2017-En-10792	If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work #snap	anger	0.271
2017-En-10381	don't provoke me after letting me down !	anger	0.521
2017-En-10012	Bitches aggravate like what inspires you to be the biggest cunt known to man kind?	anger	0.854
2017-En-11496	i used to think the fire detector going off at my old place when boiling water was bad but this one went off bc of DUST and wouldnt turn off	anger	0.646
2017-En-10873	Is it me, or is Ding wearing the look of a man who's just found his arch enemy in bed with his missus? #angryman #scowl	anger	0.500
2017-En-10215	I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause I'm different. 😑	anger	0.604
2017-En-10712	A wise man told me that holdin' a grudge is like\nLetting somebody just live inside of your head rent free	anger	0.354
2017-En-11000	@louiseannexx u fucked my house up I'll always hold a grudge	anger	0.906
2017-En-11020	@Alex_Philip2648 it's a step up from boiling broccoli tbh	anger	0.292
2017-En-11484	LGBTQ media should inform, inspire, entertain &amp;unite our community. It shouldn't give platform 2 those whose goal is 2 offend us 4 attention	anger	0.500
2017-En-10685	@lyskoi anyway, I found a short scale today that was perfect for my purposes. soft on the hands, won't aggravate my (now-chronic) tendonitis	anger	0.354
2017-En-11498	Fucking hell. Rush for the damn train also no use. Fucking 4min wait. Still sweating. #rage #smrtruinslives	anger	0.917
2017-En-10342	@djddueces jojo at 12:30 and not midnight lets rage WRYYYYYY	anger	0.542
2017-En-10106	Bloods boiling	anger	0.708
2017-En-11547	@Mysbananen yes hc and we got him very low. I know how it feels. Our damage is low enough as it is never mind having the rng of being enrage	anger	0.479
2017-En-11043	@Deadspin @Rlblack1Rob My guess is he's just a convenient target for misplaced anger.  What they're really mad at is how they played.	anger	0.521
2017-En-10040	Still can't log into my fucking Snapchat#Snapchat #snap	anger	0.900
2017-En-10325	A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs	anger	0.542
2017-En-10352	@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. 	anger	0.521
2017-En-10763	Don't get #bitter get #BETTER	anger	0.312
2017-En-41133	I get embarrassed at the slightest things and then I'll fret about it all day I hate it	anger	0.438
2017-En-10717	My little sister sure can hold a grudge 😂😂😂	anger	0.333
2017-En-10317	@jwolfie_ why you gotta use the dark skin emoji #offended	anger	0.525
2017-En-11089	This is a joke @SomersetCCC 	anger	0.312
2017-En-11461	@Felisariel Your stomach growl woke you up, huh?	anger	0.292
2017-En-11651	maps by the yeah yeah yeahs came on the radio today and i almost burst into tears	anger	0.292
2017-En-11263	Michelle, who did NOTHING is hating on Nicole's game hahaha....  #bb18	anger	0.396
2017-En-10487	Like I can't do 12 hours worth of standing or calorie burning in 3 hours 😭😭😭😭 #1stworldprobs4vs	anger	0.458
2017-En-10639	schneiderlin taking his revenge for the 2 fouls	anger	0.396
2017-En-11585	@cameronNewton #colinkaepernick protests because of the unjust murder of #keithlamontscott in North Carolina #injustice  #speakout	anger	0.500
2017-En-11159	ICQ is just making me mad!!!😤 #icq 	anger	0.729
2017-En-10870	Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted. #fuming	anger	0.417
2017-En-10429	@realDonaldTrump: No sense in taking out your wrath on innocent people because you think police shot an innocent man. #MakeAmericaSafeAgain	anger	0.479
2017-En-10453	Get to work and there's a fire drill. #fire  #outthere #inthedark	anger	0.479
2017-En-10759	The best revenge is massive success.	anger	0.312
2017-En-11503	People are #hurt and #angry and it's hard to know what to do with that #anger Remember, at the end of the day, we're all #humans #bekind	anger	0.250
2017-En-10898	Realest ever, relentless ever, inevitable that I win.	anger	0.415
2017-En-10461	@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an 	anger	0.479
2017-En-10064	Boycotting @DunkinDonuts till butter pecan comes back. I am furious	anger	0.750
2017-En-11499	Fucking hell. Rush for the damn train also no use. Fucking 4min wait. Still sweating.  #smrtruinslives	anger	0.771
2017-En-10992	The war is right outside your door #rage #USAToday	anger	0.500
2017-En-10910	Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy #angry #emotionalrollercoaster	anger	0.375
2017-En-10761	Houston might lose a coach tomorrow or by midnight. #yikes ?	anger	0.312
2017-En-11521	Undifferentiated otherwise patent closest patron braininess ideas that incense the offensive lineman: wHYaNEWG	anger	0.375
2017-En-11053	@JoeShennan Meanwhile @JoshuaMurrayBM and I are getting a 7.40am train. I hope you really, really enjoy that hotel, Shennan. #fuming	anger	0.583
2017-En-10644	Time wounds all heels.\n\n #DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge  #hate #time #funny #politics #Trump #POTUS2016	anger	0.375
2017-En-10241	@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry	anger	0.583
2017-En-11190	Note to self ~ Stop laughing at things that offend you, it's ok to get mad at people \n #NoteToSelf  #mad #upset	anger	0.417
2017-En-10404	Do not despise the Lord ’s #discipline, do not #resent his rebuke, because the #Lord disciplines those he loves... #Proverbs 3:11-12	anger	0.500
2017-En-10770	#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily 	anger	0.292
2017-En-40635	@_Mrs_Peel @lp_lisa @PaulRGoulden @LisaLuscious Might be the pout of a star baker tho !	anger	0.500
2017-En-11201	@Digger_forum he's also mostly (except for the synthetic testosterone bits) male, you raging sexist!	anger	0.646
2017-En-11294	@PediMGHHMS3 sickle cell if right pt background. Or could be JIA or an allergic reaction to a bite e.g. bee sting among others.	anger	0.292
2017-En-11635	This makes things easier and compact and less fiery or burdened by the weight of sexuality. One releases in the transmutation	anger	0.198
2017-En-11690	I am their fury. I am their patience. I am a conversation. 💙❤️✨	anger	0.312
2017-En-11145	Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you'll be absolutely miserable with the #tantrums.	anger	0.542
2017-En-10962	Yay bmth canceled Melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm #sad 	anger	0.562
2017-En-10493	I just don't understand why everyone is so #angry we all just want to live and thrive don't we?	anger	0.458
2017-En-11422	@mofspades or maybe he's like my dad and no hair grows on his body... (I will always resent my mother's genes for taking this from me)	anger	0.438
2017-En-10003	so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep #pissed #angry #upset #tired #sad #tired #hangry ######	anger	0.896
2017-En-11384	This uber driver TRIED it with me &amp; he'll feel my wrath	anger	0.729
2017-En-10698	I need a 🍱sushi date🍙 @AnzalduaG 🍝an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date🍕 #tiff	anger	0.354
2017-En-41222	@ScottCarmichae1 @Murican_Stuff don't fret -- this guy is mad because when @realDonaldTrump  is elected he might have to get a real job	anger	0.583
2017-En-11643	Professor: introduce yourselves and say one interesting fact\n\nHi I'm Ethan and the Sun will engulf our planet in a fiery explosion one day	anger	0.438
2017-En-10875	@TrussElise Obama must be fuming.. lol	anger	0.500
2017-En-10135	@dcexaminer Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and hate.	anger	0.667
2017-En-10400	This provocation sets off a curiosity. An entity is feeding fuel to the fire. speaking quatrains. Hmmm America needs to be vigilant now	anger	0.500
2017-En-10431	@JohnKerry can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria	anger	0.479
2017-En-11223	@alliex both, scrap *ll the rage instead	anger	0.583
2017-En-10762	Well, the lines for Sweden's goals sure sting.	anger	0.312
2017-En-10488	Before revenge you feel good after revenge you feel worse 💯 @HillaryClinton	anger	0.458
2017-En-11568	Probably gonna end up seriously poorly at some point soon, so tired, and go from freezing to boiling in the space of seconds	anger	0.625
2017-En-11220	@rawhidevelvet No offense, but isn't it a little late to be getting a radio broadcast degree? Isn't that going to be over in a decade or 2?	anger	0.325
2017-En-11597	@Uncle_Brown22 yeah dude! Appreciate the #support! #Notorious on ABC, peep it! #grateful 	anger	0.208
2017-En-11247	Someone throw a snap dance party for LO. Rest Up big Homie 🙏🏾	anger	0.375
2017-En-10721	When anger rises, think of the consequences. #quote #wisdom 	anger	0.333
2017-En-10083	Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer #angry	anger	0.729
2017-En-10014	Fuking fuming 😤	anger	0.854
2017-En-11557	Everyone is raging	anger	0.625
2017-En-11285	@EliTheProphet_ @ChrisMellini this is an automatic L for me but ima keep trying fam  #thewengerway	anger	0.438
